imb_id,rearing_year,host_plant,overall_survival,stage,duration,start,end,survival,total_degree_days,event,status
17BR014,2017,BRRA,Y,fourth,7,2017-06-03,2017-06-10,TRUE,31.00278838785735,progression5,1
17BR014,2017,BRRA,Y,fifth,7,2017-06-10,2017-06-17,TRUE,30.066700466200466,progression6,1
17BR015,2017,BRRA,Y,first,7,2017-05-19,2017-05-26,TRUE,33.84161092530658,progression2,1
17BR015,2017,BRRA,Y,second,4,2017-05-26,2017-05-30,TRUE,20.802183600713015,progression3,1
17BR015,2017,BRRA,Y,third,4,2017-05-30,2017-06-03,TRUE,15.97856517296745,progression4,1
17BR015,2017,BRRA,Y,fourth,7,2017-06-03,2017-06-10,TRUE,31.00278838785735,progression5,1
17BR015,2017,BRRA,Y,fifth,9,2017-06-10,2017-06-19,TRUE,37.669200466200465,progression6,1
17BR016,2017,BRRA,N,first,5,2017-05-20,2017-05-25,TRUE,26.59577759197325,progression2,1
17BR016,2017,BRRA,N,second,4,2017-05-25,2017-05-29,TRUE,21.210780885780885,progression3,1
17BR016,2017,BRRA,N,third,5,2017-05-29,2017-06-03,TRUE,18.63614093054321,progression4,1
17BR016,2017,BRRA,N,fourth,7,2017-06-03,2017-06-10,TRUE,31.00278838785735,progression5,1
17BR016,2017,BRRA,N,fifth,7,2017-06-10,2017-06-17,TRUE,30.066700466200466,progression6,1
17BR016,2017,BRRA,N,pupa,326,2017-06-17,2018-05-09,FALSE,618.6372041332505,death,1
17BR018,2017,BRRA,Y,first,6,2017-05-20,2017-05-26,TRUE,30.920777591973245,progression2,1
17BR018,2017,BRRA,Y,second,6,2017-05-26,2017-06-01,TRUE,26.413101714856936,progression3,1
17BR018,2017,BRRA,Y,third,2,2017-06-01,2017-06-03,TRUE,11.422398190045248,progression4,1
17BR018,2017,BRRA,Y,fourth,4,2017-06-03,2017-06-07,TRUE,21.668666666666667,progression5,1
17BR018,2017,BRRA,Y,fifth,11,2017-06-07,2017-06-18,TRUE,44.055886289955254,progression6,1
17BR018,2017,BRRA,Y,pupa,345,2017-06-18,2018-05-29,TRUE,689.6674009780937,progression7,1
17BR019,2017,BRRA,Y,first,5,2017-05-20,2017-05-25,TRUE,26.59577759197325,progression2,1
17BR019,2017,BRRA,Y,second,4,2017-05-25,2017-05-29,TRUE,21.210780885780885,progression3,1
17BR019,2017,BRRA,Y,third,3,2017-05-29,2017-06-01,TRUE,10.321435048190269,progression4,1
17BR019,2017,BRRA,Y,fourth,9,2017-06-01,2017-06-10,TRUE,38.975186577902605,progression5,1
17BR019,2017,BRRA,Y,fifth,7,2017-06-10,2017-06-17,TRUE,30.066700466200466,progression6,1
17BR019,2017,BRRA,Y,pupa,335,2017-06-17,2018-05-18,TRUE,653.692486623054,progression7,1
17BR021,2017,BRRA,Y,first,7,2017-05-19,2017-05-26,TRUE,33.84161092530658,progression2,1
17BR021,2017,BRRA,Y,second,5,2017-05-26,2017-05-31,TRUE,23.305409407164625,progression3,1
17BR021,2017,BRRA,Y,third,3,2017-05-31,2017-06-03,TRUE,13.925623996496862,progression4,1
17BR021,2017,BRRA,Y,fourth,7,2017-06-03,2017-06-10,TRUE,31.00278838785735,progression5,1
17BR023,2017,BRRA,N,first,5,2017-05-17,2017-05-22,FALSE,22.79093137254902,death,1
17BR024,2017,BRRA,Y,first,6,2017-05-17,2017-05-23,TRUE,28.62009803921569,progression2,1
17BR024,2017,BRRA,Y,second,5,2017-05-23,2017-05-28,TRUE,26.70411092530658,progression3,1
17BR024,2017,BRRA,Y,third,4,2017-05-28,2017-06-01,TRUE,15.8422683815236,progression4,1
17BR024,2017,BRRA,Y,fourth,5,2017-06-01,2017-06-06,TRUE,24.307731523378585,progression5,1
17BR024,2017,BRRA,Y,fifth,8,2017-06-06,2017-06-14,TRUE,35.78924992631889,progression6,1
17BR025,2017,BRRA,Y,first,8,2017-05-17,2017-05-25,TRUE,33.403375631188936,progression2,1
17BR025,2017,BRRA,Y,second,4,2017-05-25,2017-05-29,TRUE,21.210780885780885,progression3,1
17BR025,2017,BRRA,Y,third,3,2017-05-29,2017-06-01,TRUE,10.321435048190269,progression4,1
17BR025,2017,BRRA,Y,fourth,9,2017-06-01,2017-06-10,TRUE,38.975186577902605,progression5,1
17BR025,2017,BRRA,Y,fifth,7,2017-06-10,2017-06-17,TRUE,30.066700466200466,progression6,1
17BR025,2017,BRRA,Y,pupa,354,2017-06-17,2018-06-06,TRUE,716.8216476624439,progression7,1
17BR026,2017,BRRA,N,first,5,2017-05-20,2017-05-25,FALSE,26.59577759197325,death,1
17BR027,2017,BRRA,N,first,5,2017-05-20,2017-05-25,FALSE,26.59577759197325,death,1
17BR028,2017,BRRA,Y,first,4,2017-05-20,2017-05-24,TRUE,24.134239130434786,progression2,1
17BR028,2017,BRRA,Y,second,6,2017-05-24,2017-05-30,TRUE,25.585461192686257,progression3,1
17BR028,2017,BRRA,Y,third,6,2017-05-30,2017-06-05,TRUE,23.08056517296745,progression4,1
17BR028,2017,BRRA,Y,fourth,5,2017-06-05,2017-06-10,TRUE,24.00278838785735,progression5,1
17BR028,2017,BRRA,Y,fifth,10,2017-06-10,2017-06-20,TRUE,42.20253379953379,progression6,1
17BR029,2017,BRRA,Y,first,5,2017-05-20,2017-05-25,TRUE,26.59577759197325,progression2,1
17BR029,2017,BRRA,Y,second,6,2017-05-25,2017-05-31,TRUE,25.766947868703088,progression3,1
17BR029,2017,BRRA,Y,third,3,2017-05-31,2017-06-03,TRUE,13.925623996496862,progression4,1
17BR029,2017,BRRA,Y,fourth,5,2017-06-03,2017-06-08,TRUE,24.80477777777778,progression5,1
17BR029,2017,BRRA,Y,fifth,11,2017-06-08,2017-06-19,TRUE,43.82255295662192,progression6,1
17BR029,2017,BRRA,Y,pupa,347,2017-06-19,2018-06-01,TRUE,694.7136189268117,progression7,1
17BR030,2017,BRRA,Y,first,5,2017-05-20,2017-05-25,TRUE,26.59577759197325,progression2,1
17BR030,2017,BRRA,Y,second,4,2017-05-25,2017-05-29,TRUE,21.210780885780885,progression3,1
17BR030,2017,BRRA,Y,third,4,2017-05-29,2017-06-02,TRUE,15.186140930543209,progression4,1
17BR030,2017,BRRA,Y,fourth,5,2017-06-02,2017-06-07,TRUE,26.53337254901961,progression5,1
17BR030,2017,BRRA,Y,fifth,10,2017-06-07,2017-06-17,TRUE,41.553386289955256,progression6,1
17BR031,2017,BRRA,Y,first,8,2017-05-23,2017-05-31,TRUE,33.917853665804536,progression2,1
17BR031,2017,BRRA,Y,second,3,2017-05-31,2017-06-03,TRUE,13.925623996496862,progression3,1
17BR031,2017,BRRA,Y,third,3,2017-06-03,2017-06-06,TRUE,16.33533333333333,progression4,1
17BR031,2017,BRRA,Y,fourth,5,2017-06-06,2017-06-11,TRUE,24.338288387857354,progression5,1
17BR031,2017,BRRA,Y,fifth,9,2017-06-11,2017-06-20,TRUE,39.02176456876457,progression6,1
17BR031,2017,BRRA,Y,pupa,334,2017-06-20,2018-05-20,TRUE,649.4501532897207,progression7,1
17BR032,2017,BRRA,Y,first,6,2017-05-23,2017-05-29,TRUE,29.361686682882336,progression2,1
17BR032,2017,BRRA,Y,second,3,2017-05-29,2017-06-01,TRUE,10.321435048190269,progression3,1
17BR032,2017,BRRA,Y,third,5,2017-06-01,2017-06-06,TRUE,24.307731523378585,progression4,1
17BR032,2017,BRRA,Y,fourth,4,2017-06-06,2017-06-10,TRUE,20.45078838785735,progression5,1
17BR032,2017,BRRA,Y,fifth,9,2017-06-10,2017-06-19,TRUE,37.669200466200465,progression6,1
17BR032,2017,BRRA,Y,pupa,336,2017-06-19,2018-05-21,TRUE,656.9588489418946,progression7,1
17BR033,2017,BRRA,Y,first,5,2017-05-25,2017-05-30,TRUE,23.263722062251475,progression2,1
17BR033,2017,BRRA,Y,second,2,2017-05-30,2017-06-01,TRUE,7.663859290614509,progression3,1
17BR033,2017,BRRA,Y,third,5,2017-06-01,2017-06-06,TRUE,24.307731523378585,progression4,1
17BR033,2017,BRRA,Y,fourth,5,2017-06-06,2017-06-11,TRUE,24.338288387857354,progression5,1
17BR033,2017,BRRA,Y,fifth,10,2017-06-11,2017-06-21,TRUE,43.70926456876457,progression6,1
17BR034,2017,BRRA,Y,first,6,2017-05-23,2017-05-29,TRUE,29.361686682882336,progression2,1
17BR034,2017,BRRA,Y,second,3,2017-05-29,2017-06-01,TRUE,10.321435048190269,progression3,1
17BR034,2017,BRRA,Y,third,4,2017-06-01,2017-06-05,TRUE,18.524398190045247,progression4,1
17BR034,2017,BRRA,Y,fourth,5,2017-06-05,2017-06-10,TRUE,24.00278838785735,progression5,1
17BR034,2017,BRRA,Y,fifth,9,2017-06-10,2017-06-19,TRUE,37.669200466200465,progression6,1
17BR034,2017,BRRA,Y,pupa,353,2017-06-19,2018-06-07,TRUE,714.5882905195867,progression7,1
17BR035,2017,BRRA,Y,first,5,2017-05-20,2017-05-25,TRUE,26.59577759197325,progression2,1
17BR035,2017,BRRA,Y,second,3,2017-05-25,2017-05-28,TRUE,18.55320512820513,progression3,1
17BR035,2017,BRRA,Y,third,6,2017-05-28,2017-06-03,TRUE,24.156974263876545,progression4,1
17BR035,2017,BRRA,Y,fourth,6,2017-06-03,2017-06-09,TRUE,27.82201915708812,progression5,1
17BR035,2017,BRRA,Y,fifth,8,2017-06-09,2017-06-17,TRUE,33.083941845510815,progression6,1
17BR036,2017,BRRA,N,first,5,2017-05-23,2017-05-28,FALSE,26.70411092530658,death,1
17BR037,2017,BRRA,Y,first,5,2017-05-23,2017-05-28,TRUE,26.70411092530658,progression2,1
17BR037,2017,BRRA,Y,second,4,2017-05-28,2017-06-01,TRUE,15.8422683815236,progression3,1
17BR037,2017,BRRA,Y,third,5,2017-06-01,2017-06-06,TRUE,24.307731523378585,progression4,1
17BR037,2017,BRRA,Y,fourth,3,2017-06-06,2017-06-09,TRUE,17.27001915708812,progression5,1
17BR037,2017,BRRA,Y,fifth,10,2017-06-09,2017-06-19,TRUE,40.686441845510814,progression6,1
17BR037,2017,BRRA,Y,pupa,339,2017-06-19,2018-05-24,TRUE,669.3068881575808,progression7,1
17BR038,2017,BRRA,Y,first,5,2017-05-23,2017-05-28,TRUE,26.70411092530658,progression2,1
17BR038,2017,BRRA,Y,second,4,2017-05-28,2017-06-01,TRUE,15.8422683815236,progression3,1
17BR038,2017,BRRA,Y,third,5,2017-06-01,2017-06-06,TRUE,24.307731523378585,progression4,1
17BR038,2017,BRRA,Y,fourth,4,2017-06-06,2017-06-10,TRUE,20.45078838785735,progression5,1
17BR038,2017,BRRA,Y,fifth,9,2017-06-10,2017-06-19,TRUE,37.669200466200465,progression6,1
17BR038,2017,BRRA,Y,pupa,337,2017-06-19,2018-05-22,TRUE,660.6880156085613,progression7,1
17BR039,2017,BRRA,Y,first,3,2017-05-23,2017-05-26,TRUE,14.93744425863991,progression2,1
17BR039,2017,BRRA,Y,second,5,2017-05-26,2017-05-31,TRUE,23.305409407164625,progression3,1
17BR039,2017,BRRA,Y,third,3,2017-05-31,2017-06-03,TRUE,13.925623996496862,progression4,1
17BR039,2017,BRRA,Y,fourth,5,2017-06-03,2017-06-08,TRUE,24.80477777777778,progression5,1
17BR039,2017,BRRA,Y,fifth,10,2017-06-08,2017-06-18,TRUE,38.722552956621925,progression6,1
17BR040,2017,BRRA,Y,first,6,2017-05-24,2017-05-30,TRUE,25.585461192686257,progression2,1
17BR040,2017,BRRA,Y,second,4,2017-05-30,2017-06-03,TRUE,15.97856517296745,progression3,1
17BR040,2017,BRRA,Y,third,3,2017-06-03,2017-06-06,TRUE,16.33533333333333,progression4,1
17BR040,2017,BRRA,Y,fourth,4,2017-06-06,2017-06-10,TRUE,20.45078838785735,progression5,1
17BR040,2017,BRRA,Y,fifth,9,2017-06-10,2017-06-19,TRUE,37.669200466200465,progression6,1
17BR040,2017,BRRA,Y,pupa,330,2017-06-19,2018-05-15,TRUE,638.7759449563873,progression7,1
17BR041,2017,BRRA,Y,first,6,2017-05-24,2017-05-30,TRUE,25.585461192686257,progression2,1
17BR041,2017,BRRA,Y,second,3,2017-05-30,2017-06-02,TRUE,12.52856517296745,progression3,1
17BR041,2017,BRRA,Y,third,4,2017-06-02,2017-06-06,TRUE,21.20003921568627,progression4,1
17BR041,2017,BRRA,Y,fourth,4,2017-06-06,2017-06-10,TRUE,20.45078838785735,progression5,1
17BR041,2017,BRRA,Y,fifth,10,2017-06-10,2017-06-20,TRUE,42.20253379953379,progression6,1
17BR042,2017,BRRA,Y,first,4,2017-05-22,2017-05-26,TRUE,21.695777591973243,progression2,1
17BR042,2017,BRRA,Y,second,4,2017-05-26,2017-05-30,TRUE,20.802183600713015,progression3,1
17BR042,2017,BRRA,Y,third,4,2017-05-30,2017-06-03,TRUE,15.97856517296745,progression4,1
17BR042,2017,BRRA,Y,fourth,5,2017-06-03,2017-06-08,TRUE,24.80477777777778,progression5,1
17BR042,2017,BRRA,Y,fifth,9,2017-06-08,2017-06-17,TRUE,36.22005295662193,progression6,1
17BR042,2017,BRRA,Y,pupa,341,2017-06-17,2018-05-24,TRUE,675.3973881575808,progression7,1
17BR043,2017,BRRA,Y,first,5,2017-05-21,2017-05-26,TRUE,26.43744425863991,progression2,1
17BR043,2017,BRRA,Y,second,4,2017-05-26,2017-05-30,TRUE,20.802183600713015,progression3,1
17BR043,2017,BRRA,Y,third,3,2017-05-30,2017-06-02,TRUE,12.52856517296745,progression4,1
17BR043,2017,BRRA,Y,fourth,6,2017-06-02,2017-06-08,TRUE,29.66948366013072,progression5,1
17BR043,2017,BRRA,Y,fifth,8,2017-06-08,2017-06-16,TRUE,32.63205295662192,progression6,1
17BR043,2017,BRRA,Y,pupa,332,2017-06-16,2018-05-14,TRUE,645.2311565888409,progression7,1
17BR044,2017,BRRA,Y,first,4,2017-05-21,2017-05-25,TRUE,22.11244425863991,progression2,1
17BR044,2017,BRRA,Y,second,4,2017-05-25,2017-05-29,TRUE,21.210780885780885,progression3,1
17BR044,2017,BRRA,Y,third,4,2017-05-29,2017-06-02,TRUE,15.186140930543209,progression4,1
17BR044,2017,BRRA,Y,fourth,7,2017-06-02,2017-06-09,TRUE,32.686725039441065,progression5,1
17BR044,2017,BRRA,Y,fifth,6,2017-06-09,2017-06-15,TRUE,25.49897214854111,progression6,1
17BR045,2017,BRRA,Y,first,5,2017-05-23,2017-05-28,TRUE,26.70411092530658,progression2,1
17BR045,2017,BRRA,Y,second,4,2017-05-28,2017-06-01,TRUE,15.8422683815236,progression3,1
17BR045,2017,BRRA,Y,third,5,2017-06-01,2017-06-06,TRUE,24.307731523378585,progression4,1
17BR045,2017,BRRA,Y,fourth,4,2017-06-06,2017-06-10,TRUE,20.45078838785735,progression5,1
17BR045,2017,BRRA,Y,fifth,9,2017-06-10,2017-06-19,TRUE,37.669200466200465,progression6,1
17BR045,2017,BRRA,Y,pupa,333,2017-06-19,2018-05-18,TRUE,647.601986623054,progression7,1
17BR046,2017,BRRA,Y,first,5,2017-05-26,2017-05-31,TRUE,23.305409407164625,progression2,1
17BR046,2017,BRRA,Y,second,4,2017-05-31,2017-06-04,TRUE,17.475623996496864,progression3,1
17BR046,2017,BRRA,Y,third,7,2017-06-04,2017-06-11,TRUE,31.44028838785735,progression4,1
17BR046,2017,BRRA,Y,fourth,4,2017-06-11,2017-06-15,TRUE,19.300961538461536,progression5,1
17BR046,2017,BRRA,Y,fifth,9,2017-06-15,2017-06-24,TRUE,48.65413636363637,progression6,1
17BR047,2017,BRRA,N,first,5,2017-05-26,2017-05-31,FALSE,23.305409407164625,death,1
17BR048,2017,BRRA,Y,second,5,2017-05-27,2017-06-01,TRUE,22.088101714856933,progression3,1
17BR048,2017,BRRA,Y,third,2,2017-06-01,2017-06-03,TRUE,11.422398190045248,progression4,1
17BR048,2017,BRRA,Y,fourth,4,2017-06-03,2017-06-07,TRUE,21.668666666666667,progression5,1
17BR048,2017,BRRA,Y,fifth,11,2017-06-07,2017-06-18,TRUE,44.055886289955254,progression6,1
17BR049,2017,BRRA,Y,first,5,2017-05-25,2017-05-30,TRUE,23.263722062251475,progression2,1
17BR049,2017,BRRA,Y,second,8,2017-05-30,2017-06-07,TRUE,34.197231839634114,progression3,1
17BR049,2017,BRRA,Y,third,3,2017-06-07,2017-06-10,TRUE,14.66745505452402,progression4,1
17BR049,2017,BRRA,Y,fourth,4,2017-06-10,2017-06-14,TRUE,18.519230769230766,progression5,1
17BR049,2017,BRRA,Y,fifth,9,2017-06-14,2017-06-23,TRUE,42.88426456876457,progression6,1
17BR050,2017,BRRA,Y,first,5,2017-05-25,2017-05-30,TRUE,23.263722062251475,progression2,1
17BR050,2017,BRRA,Y,second,4,2017-05-30,2017-06-03,TRUE,15.97856517296745,progression3,1
17BR050,2017,BRRA,Y,third,4,2017-06-03,2017-06-07,TRUE,21.668666666666667,progression4,1
17BR050,2017,BRRA,Y,fourth,4,2017-06-07,2017-06-11,TRUE,18.554955054524022,progression5,1
17BR050,2017,BRRA,Y,fifth,8,2017-06-11,2017-06-19,TRUE,34.488431235431236,progression6,1
17BR051,2017,BRRA,Y,first,6,2017-05-24,2017-05-30,TRUE,25.585461192686257,progression2,1
17BR051,2017,BRRA,Y,second,2,2017-05-30,2017-06-01,TRUE,7.663859290614509,progression3,1
17BR051,2017,BRRA,Y,third,6,2017-06-01,2017-06-07,TRUE,29.64106485671191,progression4,1
17BR051,2017,BRRA,Y,fourth,4,2017-06-07,2017-06-11,TRUE,18.554955054524022,progression5,1
17BR051,2017,BRRA,Y,fifth,9,2017-06-11,2017-06-20,TRUE,39.02176456876457,progression6,1
17BR052,2017,BRRA,Y,first,7,2017-05-25,2017-06-01,TRUE,28.874640176395395,progression2,1
17BR052,2017,BRRA,Y,second,2,2017-06-01,2017-06-03,TRUE,11.422398190045248,progression3,1
17BR052,2017,BRRA,Y,third,5,2017-06-03,2017-06-08,TRUE,24.80477777777778,progression4,1
17BR052,2017,BRRA,Y,fourth,6,2017-06-08,2017-06-14,TRUE,24.672583259652225,progression5,1
17BR052,2017,BRRA,Y,fifth,9,2017-06-14,2017-06-23,TRUE,42.88426456876457,progression6,1
17BR053,2017,BRRA,Y,first,7,2017-05-25,2017-06-01,TRUE,28.874640176395395,progression2,1
17BR053,2017,BRRA,Y,second,2,2017-06-01,2017-06-03,TRUE,11.422398190045248,progression3,1
17BR053,2017,BRRA,Y,third,6,2017-06-03,2017-06-09,TRUE,27.82201915708812,progression4,1
17BR053,2017,BRRA,Y,fourth,5,2017-06-09,2017-06-14,TRUE,21.536472148541115,progression5,1
17BR053,2017,BRRA,Y,fifth,7,2017-06-14,2017-06-21,TRUE,32.00926456876457,progression6,1
17BR053,2017,BRRA,Y,pupa,342,2017-06-21,2018-05-29,TRUE,677.5315676447603,progression7,1
17BR055,2017,BRRA,Y,first,4,2017-05-26,2017-05-30,TRUE,20.802183600713015,progression2,1
17BR055,2017,BRRA,Y,second,6,2017-05-30,2017-06-05,TRUE,23.08056517296745,progression3,1
17BR055,2017,BRRA,Y,third,4,2017-06-05,2017-06-09,TRUE,20.82201915708812,progression4,1
17BR055,2017,BRRA,Y,fourth,5,2017-06-09,2017-06-14,TRUE,21.536472148541115,progression5,1
17BR055,2017,BRRA,Y,fifth,8,2017-06-14,2017-06-22,TRUE,36.47176456876457,progression6,1
17BR056,2017,BRRA,Y,first,5,2017-05-24,2017-05-29,TRUE,23.53252001621567,progression2,1
17BR056,2017,BRRA,Y,second,3,2017-05-29,2017-06-01,TRUE,10.321435048190269,progression3,1
17BR056,2017,BRRA,Y,third,5,2017-06-01,2017-06-06,TRUE,24.307731523378585,progression4,1
17BR056,2017,BRRA,Y,fourth,3,2017-06-06,2017-06-09,TRUE,17.27001915708812,progression5,1
17BR056,2017,BRRA,Y,fifth,9,2017-06-09,2017-06-18,TRUE,35.58644184551081,progression6,1
17BR056,2017,BRRA,Y,pupa,341,2017-06-18,2018-05-25,TRUE,675.2760548242476,progression7,1
17BR057,2017,BRRA,Y,first,3,2017-05-26,2017-05-29,TRUE,18.749242424242425,progression2,1
17BR057,2017,BRRA,Y,second,5,2017-05-29,2017-06-03,TRUE,18.63614093054321,progression3,1
17BR057,2017,BRRA,Y,third,4,2017-06-03,2017-06-07,TRUE,21.668666666666667,progression4,1
17BR057,2017,BRRA,Y,fourth,3,2017-06-07,2017-06-10,TRUE,14.66745505452402,progression5,1
17BR057,2017,BRRA,Y,fifth,9,2017-06-10,2017-06-19,TRUE,37.669200466200465,progression6,1
17BR058,2017,BRRA,Y,first,6,2017-05-26,2017-06-01,TRUE,26.413101714856936,progression2,1
17BR058,2017,BRRA,Y,second,6,2017-06-01,2017-06-07,TRUE,29.64106485671191,progression3,1
17BR058,2017,BRRA,Y,third,3,2017-06-07,2017-06-10,TRUE,14.66745505452402,progression4,1
17BR058,2017,BRRA,Y,fourth,4,2017-06-10,2017-06-14,TRUE,18.519230769230766,progression5,1
17BR058,2017,BRRA,Y,fifth,8,2017-06-14,2017-06-22,TRUE,36.47176456876457,progression6,1
17BR058,2017,BRRA,Y,pupa,329,2017-06-22,2018-05-17,TRUE,631.389486623054,progression7,1
17BR059,2017,BRRA,Y,first,5,2017-05-25,2017-05-30,TRUE,23.263722062251475,progression2,1
17BR059,2017,BRRA,Y,second,4,2017-05-30,2017-06-03,TRUE,15.97856517296745,progression3,1
17BR059,2017,BRRA,Y,third,5,2017-06-03,2017-06-08,TRUE,24.80477777777778,progression4,1
17BR059,2017,BRRA,Y,fourth,3,2017-06-08,2017-06-11,TRUE,13.221621721190688,progression5,1
17BR059,2017,BRRA,Y,fifth,10,2017-06-11,2017-06-21,TRUE,43.70926456876457,progression6,1
17BR059,2017,BRRA,Y,pupa,341,2017-06-21,2018-05-28,TRUE,674.5777214909142,progression7,1
17BR060,2017,BRRA,N,first,5,2017-05-26,2017-05-31,FALSE,23.305409407164625,death,1
17BR061,2017,BRRA,N,first,5,2017-05-25,2017-05-30,FALSE,23.263722062251475,death,1
17BR062,2017,BRRA,N,first,5,2017-05-31,2017-06-05,FALSE,21.027623996496864,death,1
17BR063,2017,BRRA,Y,first,7,2017-05-30,2017-06-06,TRUE,28.863898506300785,progression2,1
17BR063,2017,BRRA,Y,second,4,2017-06-06,2017-06-10,TRUE,20.45078838785735,progression3,1
17BR063,2017,BRRA,Y,third,1,2017-06-10,2017-06-11,TRUE,7.06826923076923,progression4,1
17BR063,2017,BRRA,Y,fourth,6,2017-06-11,2017-06-17,TRUE,26.885931235431237,progression5,1
17BR063,2017,BRRA,Y,fifth,8,2017-06-17,2017-06-25,TRUE,52.328,progression6,1
17BR063,2017,BRRA,Y,pupa,330,2017-06-25,2018-05-21,TRUE,622.3546822752279,progression7,1
17BR065,2017,BRRA,N,first,4,2017-06-01,2017-06-05,TRUE,18.524398190045247,progression2,1
17BR065,2017,BRRA,N,second,3,2017-06-05,2017-06-08,TRUE,17.80477777777778,progression3,1
17BR065,2017,BRRA,N,third,4,2017-06-08,2017-06-12,TRUE,17.459121721190687,progression4,1
17BR065,2017,BRRA,N,fourth,4,2017-06-12,2017-06-16,TRUE,19.410431235431236,progression5,1
17BR065,2017,BRRA,N,fifth,9,2017-06-16,2017-06-25,TRUE,56.3249696969697,progression6,1
17BR065,2017,BRRA,N,pupa,326,2017-06-25,2018-05-17,FALSE,611.1061532897207,death,1
17BR067,2017,BRRA,Y,second,4,2017-06-03,2017-06-07,TRUE,21.668666666666667,progression3,1
17BR067,2017,BRRA,Y,third,4,2017-06-07,2017-06-11,TRUE,18.554955054524022,progression4,1
17BR067,2017,BRRA,Y,fourth,5,2017-06-11,2017-06-16,TRUE,23.297931235431236,progression5,1
17BR067,2017,BRRA,Y,fifth,9,2017-06-16,2017-06-25,TRUE,56.3249696969697,progression6,1
17BR068,2017,BRRA,Y,second,4,2017-06-03,2017-06-07,TRUE,21.668666666666667,progression3,1
17BR068,2017,BRRA,Y,third,3,2017-06-07,2017-06-10,TRUE,14.66745505452402,progression4,1
17BR068,2017,BRRA,Y,fourth,4,2017-06-10,2017-06-14,TRUE,18.519230769230766,progression5,1
17BR068,2017,BRRA,Y,fifth,9,2017-06-14,2017-06-23,TRUE,42.88426456876457,progression6,1
17BR068,2017,BRRA,Y,pupa,329,2017-06-23,2018-05-18,TRUE,628.8186532897207,progression7,1
17BR070,2017,BRRA,Y,second,5,2017-06-03,2017-06-08,TRUE,24.80477777777778,progression3,1
17BR070,2017,BRRA,Y,third,5,2017-06-08,2017-06-13,TRUE,21.034121721190687,progression4,1
17BR070,2017,BRRA,Y,fourth,4,2017-06-13,2017-06-17,TRUE,18.760931235431237,progression5,1
17BR070,2017,BRRA,Y,fifth,7,2017-06-17,2017-06-24,TRUE,40.69466666666667,progression6,1
17BR073,2017,BRRA,Y,first,5,2017-06-02,2017-06-07,TRUE,26.53337254901961,progression2,1
17BR073,2017,BRRA,Y,second,5,2017-06-07,2017-06-12,TRUE,22.79245505452402,progression3,1
17BR073,2017,BRRA,Y,third,5,2017-06-12,2017-06-17,TRUE,22.998431235431237,progression4,1
17BR073,2017,BRRA,Y,fourth,3,2017-06-17,2017-06-20,TRUE,15.723833333333332,progression5,1
17BR073,2017,BRRA,Y,fifth,9,2017-06-20,2017-06-29,TRUE,57.61075268817205,progression6,1
17BR074,2017,BRRA,Y,first,4,2017-06-03,2017-06-07,TRUE,21.668666666666667,progression2,1
17BR074,2017,BRRA,Y,second,7,2017-06-07,2017-06-14,TRUE,30.005916592985557,progression3,1
17BR074,2017,BRRA,Y,third,4,2017-06-14,2017-06-18,TRUE,17.68843123543124,progression4,1
17BR074,2017,BRRA,Y,fourth,5,2017-06-18,2017-06-23,TRUE,27.698333333333338,progression5,1
17BR074,2017,BRRA,Y,fifth,8,2017-06-23,2017-07-01,TRUE,52.05075268817205,progression6,1
17BR074,2017,BRRA,Y,pupa,319,2017-07-01,2018-05-16,TRUE,576.0958172682153,progression7,1
17BR075,2017,BRRA,Y,first,4,2017-06-03,2017-06-07,TRUE,21.668666666666667,progression2,1
17BR075,2017,BRRA,Y,second,5,2017-06-07,2017-06-12,TRUE,22.79245505452402,progression3,1
17BR075,2017,BRRA,Y,third,4,2017-06-12,2017-06-16,TRUE,19.410431235431236,progression4,1
17BR075,2017,BRRA,Y,fourth,6,2017-06-16,2017-06-22,TRUE,28.87080303030303,progression5,1
17BR075,2017,BRRA,Y,fifth,7,2017-06-22,2017-06-29,TRUE,48.38991935483871,progression6,1
17BR076,2017,BRRA,N,first,5,2017-06-03,2017-06-08,FALSE,24.80477777777778,death,1
17BR078,2017,BRRA,Y,first,6,2017-06-05,2017-06-11,TRUE,27.890288387857353,progression2,1
17BR078,2017,BRRA,Y,second,5,2017-06-11,2017-06-16,TRUE,23.297931235431236,progression3,1
17BR078,2017,BRRA,Y,third,2,2017-06-16,2017-06-18,TRUE,10.087469696969698,progression4,1
17BR078,2017,BRRA,Y,fourth,4,2017-06-18,2017-06-22,TRUE,21.285833333333333,progression5,1
17BR078,2017,BRRA,Y,fifth,7,2017-06-22,2017-06-29,TRUE,48.38991935483871,progression6,1
17BR079,2017,BRRA,Y,first,4,2017-06-06,2017-06-10,TRUE,20.45078838785735,progression2,1
17BR079,2017,BRRA,Y,second,6,2017-06-10,2017-06-16,TRUE,26.478700466200465,progression3,1
17BR079,2017,BRRA,Y,third,4,2017-06-16,2017-06-20,TRUE,19.72080303030303,progression4,1
17BR079,2017,BRRA,Y,fourth,3,2017-06-20,2017-06-23,TRUE,20.095833333333335,progression5,1
17BR079,2017,BRRA,Y,fifth,8,2017-06-23,2017-07-01,TRUE,52.05075268817205,progression6,1
17BR079,2017,BRRA,Y,pupa,332,2017-07-01,2018-05-29,TRUE,620.4441482899217,progression7,1
