imb_id,stage,duration,start,end,degree_days,collection_day
22SI031,first,5,0,5,20.824061771561773,2022-05-31T00:00:00Z
22SI031,second,3,5,8,12.156818181818183,2022-05-31T00:00:00Z
22SI031,third,3,8,11,12.315345754542083,2022-05-31T00:00:00Z
22SI031,fourth,5,11,16,16.81302022599811,2022-05-31T00:00:00Z
22SI032,first,5,0,5,18.462243589743593,2022-05-30T00:00:00Z
22SI032,second,4,5,9,15.839675324675326,2022-05-30T00:00:00Z
22SI032,third,3,9,12,12.315345754542083,2022-05-30T00:00:00Z
22SI032,fourth,5,12,17,16.81302022599811,2022-05-30T00:00:00Z
22SI033,first,7,0,7,23.939895104895108,2022-05-30T00:00:00Z
22SI033,second,3,7,10,10.687903225806453,2022-05-30T00:00:00Z
22SI033,third,3,10,13,12.331086495282824,2022-05-30T00:00:00Z
22SI033,fourth,5,13,18,17.792330570825698,2022-05-30T00:00:00Z
22SI034,first,5,0,5,20.824061771561773,2022-05-31T00:00:00Z
22SI034,second,3,5,8,12.156818181818183,2022-05-31T00:00:00Z
22SI034,third,4,8,12,16.02275316194949,2022-05-31T00:00:00Z
22SI034,fourth,5,12,17,17.792330570825698,2022-05-31T00:00:00Z
22SI035,first,6,0,6,22.71989510489511,2022-05-31T00:00:00Z
22SI035,second,4,6,10,14.350403225806453,2022-05-31T00:00:00Z
22SI035,third,3,10,13,12.697349936143038,2022-05-31T00:00:00Z
22SI035,fourth,5,13,18,17.03075649675162,2022-05-31T00:00:00Z
22SI036,first,7,0,7,27.41572843822844,2022-06-01T00:00:00Z
22SI036,second,3,7,10,12.315345754542083,2022-06-01T00:00:00Z
22SI036,third,4,10,14,13.269270225998111,2022-06-01T00:00:00Z
22SI037,death,5,0,5,20.824061771561773,2022-05-31T00:00:00Z
22SI039,first,5,0,5,20.824061771561773,2022-05-31T00:00:00Z
22SI039,second,4,5,9,14.269721407624635,2022-05-31T00:00:00Z
22SI039,third,4,9,13,14.81025316194949,2022-05-31T00:00:00Z
22SI039,fourth,5,13,18,17.03075649675162,2022-05-31T00:00:00Z
22SI041,first,7,0,7,24.08754003243134,2022-05-29T00:00:00Z
22SI041,second,4,7,11,14.269721407624635,2022-05-29T00:00:00Z
22SI041,third,4,11,15,14.81025316194949,2022-05-29T00:00:00Z
22SI041,fourth,5,15,20,17.03075649675162,2022-05-29T00:00:00Z
22SI042,first,5,0,5,18.462243589743593,2022-05-30T00:00:00Z
22SI042,second,4,5,9,15.839675324675326,2022-05-30T00:00:00Z
22SI042,third,3,9,12,12.315345754542083,2022-05-30T00:00:00Z
22SI042,fourth,5,12,17,16.81302022599811,2022-05-30T00:00:00Z
22SI043,first,5,0,5,20.824061771561773,2022-05-31T00:00:00Z
22SI043,second,6,5,11,20.780497269693598,2022-05-31T00:00:00Z
22SI043,third,3,11,14,11.143183269476372,2022-05-31T00:00:00Z
22SI043,fourth,5,14,19,17.68492316341829,2022-05-31T00:00:00Z
22SI044,second,4,0,4,14.779386446886448,2022-05-30T00:00:00Z
22SI044,third,3,4,7,11.933585581085582,2022-05-30T00:00:00Z
22SI044,fourth,5,7,12,17.19867908787542,2022-05-30T00:00:00Z
22SI045,first,5,0,5,18.462243589743593,2022-05-30T00:00:00Z
22SI045,second,4,5,9,15.839675324675326,2022-05-30T00:00:00Z
22SI045,third,4,9,13,16.02275316194949,2022-05-30T00:00:00Z
22SI045,fourth,5,13,18,17.792330570825698,2022-05-30T00:00:00Z
22SI046,first,5,0,5,20.824061771561773,2022-05-31T00:00:00Z
22SI046,second,4,5,9,14.269721407624635,2022-05-31T00:00:00Z
22SI046,third,4,9,13,14.81025316194949,2022-05-31T00:00:00Z
22SI046,fourth,5,13,18,17.03075649675162,2022-05-31T00:00:00Z
22SI047,first,6,0,6,22.044061771561772,2022-05-30T00:00:00Z
22SI047,second,3,6,9,12.156818181818183,2022-05-30T00:00:00Z
22SI047,third,4,9,13,16.02275316194949,2022-05-30T00:00:00Z
22SI047,fourth,4,13,17,13.964744363929146,2022-05-30T00:00:00Z
22SI048,first,6,0,6,22.044061771561772,2022-05-30T00:00:00Z
22SI048,second,3,6,9,12.156818181818183,2022-05-30T00:00:00Z
22SI048,third,4,9,13,16.02275316194949,2022-05-30T00:00:00Z
22SI048,fourth,5,13,18,17.792330570825698,2022-05-30T00:00:00Z
22SI049,first,6,0,6,22.044061771561772,2022-05-30T00:00:00Z
22SI049,second,3,6,9,12.156818181818183,2022-05-30T00:00:00Z
22SI049,third,4,9,13,16.02275316194949,2022-05-30T00:00:00Z
22SI049,fourth,6,13,19,20.73816390415903,2022-05-30T00:00:00Z
22SI050,first,5,0,5,20.824061771561773,2022-05-31T00:00:00Z
22SI050,second,3,5,8,12.156818181818183,2022-05-31T00:00:00Z
22SI050,third,4,8,12,16.02275316194949,2022-05-31T00:00:00Z
22SI050,fourth,4,12,16,13.964744363929146,2022-05-31T00:00:00Z
22SI051,first,5,0,5,18.462243589743593,2022-05-30T00:00:00Z
22SI051,second,4,5,9,15.839675324675326,2022-05-30T00:00:00Z
22SI051,third,3,9,12,12.315345754542083,2022-05-30T00:00:00Z
22SI051,fourth,5,12,17,16.81302022599811,2022-05-30T00:00:00Z
