imb_id,rearing_year,host_plant,collection_date,collection_stage,hatch_date,date_instar_2,date_instar_3,date_instar_4,date_instar_5,pupation_date,stage_at_death,release_year,eclosure_date,release_date,sex
16SI043,2016,SIAL,2016-05-25,first,NA,2016-05-28,2016-06-03,2016-06-07,2016-06-09,2016-06-16,NA,2017,2017-05-22,2017-05-22,NA
16SI047,2016,SIAL,2016-05-25,first,NA,2016-05-29,2016-06-01,2016-06-06,2016-06-07,2016-06-17,NA,2017,2017-05-22,2017-05-22,NA
16SI048,2016,SIAL,2016-05-25,second,NA,NA,2016-05-27,2016-05-31,2016-06-05,2016-06-11,NA,NA,NA,NA,NA
16SI051,2016,SIAL,2016-05-25,first,NA,2016-05-29,2016-06-02,2016-06-07,2016-06-08,2016-06-17,NA,2017,2017-05-20,2017-05-20,NA
16SI067,2016,SIAL,2016-06-07,first,NA,2016-06-10,2016-06-13,2016-06-19,2016-06-23,2016-06-30,NA,2017,2017-06-02,2017-06-02,NA
16SI068,2016,SIAL,2016-06-11,first,NA,2016-06-13,2016-06-16,2016-06-19,2016-06-26,2016-07-04,NA,2017,2017-05-30,2017-05-31,NA
16SI069,2016,SIAL,2016-06-12,second,NA,NA,2016-06-16,2016-06-19,2016-06-23,2016-07-01,NA,2017,2017-06-03,2017-06-03,NA
16SI070,2016,SIAL,2016-06-12,second,NA,NA,2016-06-14,2016-06-17,2016-06-22,2016-06-30,NA,2017,2017-06-11,2017-06-12,NA
16SI072,2016,SIAL,2016-06-12,second,NA,2016-06-15,NA,NA,NA,NA,third,NA,NA,NA,NA
16SI073,2016,SIAL,2016-06-12,second,NA,NA,2016-06-16,2016-06-23,2016-06-27,2016-07-04,NA,2017,2017-05-24,2017-05-24,NA
16SI074,2016,SIAL,2016-06-12,second,NA,NA,2016-06-17,2016-06-22,2016-06-27,2016-07-04,NA,2017,NA,NA,NA
16SI075,2016,SIAL,2016-06-12,first,NA,2016-06-14,2016-06-20,2016-06-25,2016-06-28,2016-07-06,NA,2017,2017-05-21,2017-05-21,NA
16SI077,2016,SIAL,2016-06-12,second,NA,NA,2016-06-16,2016-06-22,2016-06-27,2016-07-04,NA,2017,2017-06-03,2017-06-03,NA
16SI078,2016,SIAL,2016-06-13,third,NA,NA,NA,2016-06-17,2016-06-23,2016-07-01,NA,2017,2017-05-28,2017-05-28,NA
16SI079,2016,SIAL,2016-06-14,third,NA,NA,NA,2016-06-17,2016-06-21,2016-06-30,NA,2017,2017-05-20,2017-05-20,NA
16SI080,2016,SIAL,2016-06-14,fifth,NA,NA,NA,NA,NA,2016-06-21,NA,2017,2017-05-21,2017-05-21,NA
16SI081,2016,SIAL,2016-06-14,fifth,NA,NA,NA,NA,NA,2016-06-23,NA,2017,2017-05-18,2017-05-18,NA
16SI082,2016,SIAL,2016-06-14,fifth,NA,NA,NA,NA,NA,2016-06-23,NA,2017,2017-05-22,2017-05-22,NA
16SI083,2016,SIAL,2016-06-14,fifth,NA,NA,NA,NA,NA,2016-06-29,NA,2017,2017-06-02,2017-06-02,NA
16SI084,2016,SIAL,2016-06-19,fourth,NA,NA,NA,NA,2016-06-22,2016-06-29,NA,2017,2017-05-18,2017-05-18,NA
16SI085,2016,SIAL,2016-06-19,fifth,NA,NA,NA,NA,NA,2016-06-29,NA,2017,2017-05-20,2017-05-20,NA
16SI086,2016,SIAL,2016-06-19,fourth,NA,NA,NA,NA,2016-06-21,2016-06-30,NA,2017,2017-05-24,2017-05-24,NA
16SI087,2016,SIAL,2016-06-19,fourth,NA,NA,NA,NA,2016-06-20,2016-06-30,NA,2017,2017-05-23,2017-05-23,NA
16SI088,2016,SIAL,2016-06-19,fifth,NA,NA,NA,NA,NA,2016-06-25,NA,NA,NA,NA,NA
16SI089,2016,SIAL,2016-06-19,third,NA,NA,NA,2016-06-21,2016-06-26,2016-07-04,NA,2017,2017-06-02,2017-06-02,NA
16SI090,2016,SIAL,2016-06-19,fourth,NA,NA,NA,NA,2016-06-21,2016-07-01,NA,2017,2017-05-20,2017-05-20,NA
16SI091,2016,SIAL,2016-06-19,fifth,NA,NA,NA,NA,NA,2016-06-30,NA,2017,2017-05-21,2017-05-21,NA
17BR048,2017,BRRA,2017-05-22,first,NA,2017-05-27,2017-06-01,2017-06-03,2017-06-07,2017-06-18,NA,NA,NA,NA,NA
17BR066,2017,BRRA,2017-05-27,first,NA,NA,NA,NA,NA,NA,first,NA,NA,NA,NA
17BR067,2017,BRRA,2017-05-27,first,NA,2017-06-03,2017-06-07,2017-06-11,2017-06-16,2017-06-25,NA,NA,NA,NA,NA
17BR068,2017,BRRA,2017-05-27,first,NA,2017-06-03,2017-06-07,2017-06-10,2017-06-14,2017-06-23,NA,2018,2018-05-18,2018-05-18,NA
17BR070,2017,BRRA,2017-05-27,first,NA,2017-06-03,2017-06-08,2017-06-13,2017-06-17,2017-06-24,NA,NA,NA,NA,NA
17BR084,2017,BRRA,2017-06-02,first,NA,2017-06-08,2017-06-11,2017-06-15,2017-06-20,2017-06-26,NA,NA,NA,NA,NA
17BR092,2017,BRRA,2017-06-07,first,NA,NA,NA,NA,NA,NA,first,NA,NA,NA,NA
17BR096,2017,BRRA,2017-06-19,second,NA,NA,2017-06-24,2017-06-28,2017-07-01,2017-07-11,NA,NA,NA,NA,NA
17BR098,2017,BRRA,2017-06-19,first,NA,2017-06-23,2017-06-25,2017-06-28,2017-07-03,2017-07-12,NA,2018,2018-05-26,2018-05-27,NA
17BR100,2017,BRRA,2017-06-19,first,NA,2017-06-24,2017-06-28,2017-07-01,2017-07-06,2017-07-13,NA,2018,2018-05-28,2018-05-29,NA
17BR104,2017,BRRA,2017-06-24,second,NA,NA,2017-06-27,2017-06-30,2017-07-05,2017-07-14,NA,2018,2018-05-20,2018-05-20,NA
17BR105,2017,BRRA,2017-06-26,fourth,NA,NA,NA,NA,2017-06-29,2017-07-07,NA,NA,NA,NA,NA
17LE017,2017,LEVI,2017-06-17,first,NA,NA,NA,NA,NA,NA,first,NA,NA,NA,NA
17LE020,2017,LEVI,2017-06-17,first,NA,2017-06-22,2017-06-25,2017-06-30,2017-07-04,2017-07-15,NA,NA,NA,NA,NA
17LE022,2017,LEVI,2017-06-17,first,NA,2017-06-22,2017-06-24,2017-06-27,2017-07-01,2017-07-11,NA,NA,NA,NA,NA
17LE023,2017,LEVI,2017-06-17,first,NA,2017-06-22,2017-06-27,2017-06-30,2017-07-05,2017-07-15,NA,2018,2018-05-20,2018-05-20,NA
17LE028,2017,LEVI,2017-06-23,first,NA,2017-07-01,2017-07-04,2017-07-08,2017-07-11,2017-07-24,NA,2018,2018-05-24,2018-05-24,NA
17LE029,2017,LEVI,2017-06-23,first,NA,2017-06-28,2017-07-01,2017-07-06,2017-07-09,2017-07-24,NA,NA,NA,NA,NA
17LE030,2017,LEVI,2017-06-23,first,NA,2017-06-26,2017-06-29,2017-07-02,2017-07-06,2017-07-17,NA,2018,2018-05-20,2018-05-20,NA
17LE031,2017,LEVI,2017-06-23,first,NA,2017-06-28,2017-07-01,2017-07-03,2017-07-07,2017-07-17,NA,2018,2018-05-30,2018-05-30,NA
17SI048,2017,SIAL,2017-06-09,first,NA,2017-06-15,2017-06-19,2017-06-23,2017-06-27,2017-07-05,NA,NA,NA,NA,NA
17SI052,2017,SIAL,2017-06-13,first,NA,2017-06-16,2017-06-18,2017-06-22,2017-06-26,2017-07-04,NA,2018,2018-05-31,2018-05-31,NA
17SI057,2017,SIAL,2017-06-13,first,NA,2017-06-15,2017-06-19,2017-06-24,2017-06-29,2017-07-08,NA,NA,NA,NA,NA
17SI058,2017,SIAL,2017-06-13,first,NA,2017-06-14,2017-06-18,2017-06-02,2017-06-26,2017-07-04,NA,2018,2018-05-16,2018-05-16,NA
17SI059,2017,SIAL,2017-06-13,first,NA,2017-06-18,2017-06-22,2017-06-24,2017-06-29,2017-07-08,NA,2018,2018-05-31,2018-05-31,NA
17SI060,2017,SIAL,2017-06-13,first,NA,2017-06-15,2017-06-20,2017-06-24,2017-06-26,2017-07-06,NA,NA,NA,NA,NA
17SI061,2017,SIAL,2017-06-13,first,NA,2017-06-18,2017-06-21,2017-06-25,2017-06-29,2017-07-09,NA,2018,2018-05-21,2018-05-21,NA
17SI067,2017,SIAL,2017-06-17,second,NA,NA,2017-06-18,2017-06-21,2017-06-26,2017-07-07,NA,2018,2018-06-09,2018-06-09,NA
17SI068,2017,SIAL,2017-06-17,first,NA,2017-06-22,2017-06-26,2017-06-28,2017-07-03,2017-07-12,NA,2018,2018-05-20,2018-05-20,NA
17SI069,2017,SIAL,2017-06-17,second,NA,NA,2017-06-21,2017-06-24,2017-06-28,2017-07-05,NA,NA,NA,NA,NA
17SI070,2017,SIAL,2017-06-17,first,NA,2017-06-21,2017-06-24,2017-06-27,2017-06-30,2017-07-11,NA,NA,NA,NA,NA
17SI071,2017,SIAL,2017-06-17,second,NA,NA,2017-06-22,2017-06-24,2017-06-29,2017-07-07,NA,2018,2018-05-22,2018-05-22,NA
17SI074,2017,SIAL,2017-06-17,first,NA,2017-06-21,2017-06-24,2017-06-27,2017-06-30,2017-07-10,NA,2018,2018-05-22,2018-05-23,NA
17SI079,2017,SIAL,2017-06-23,first,NA,NA,NA,NA,NA,NA,first,NA,NA,NA,NA
18LE006,2018,LEVI,2018-06-14,first,NA,2018-06-18,2018-06-20,2018-06-23,2018-06-28,2018-07-09,NA,2019,2019-05-25,2019-05-26,NA
18LE013,2018,LEVI,2018-06-25,second,NA,NA,2018-07-01,2018-07-06,2018-07-09,2018-07-17,NA,2019,2019-05-23,2019-05-23,NA
18SI014,2018,SIAL,2018-05-10,first,NA,2018-05-21,2018-05-27,2018-05-30,2018-06-05,2018-06-16,NA,2019,2019-05-06,2019-05-06,NA
18SI020b,2018,SIAL,NA,first,NA,NA,NA,NA,NA,2018-07-17,NA,NA,NA,NA,NA
18SI024,2018,SIAL,2018-05-18,first,NA,2018-05-25,2018-05-30,2018-06-01,2018-06-07,2018-06-18,NA,2019,2019-05-15,2019-05-15,NA
18SI025,2018,SIAL,2018-05-18,first,NA,2018-05-25,2018-05-29,2018-06-02,2018-06-07,2018-06-16,NA,2019,2019-06-07,2019-06-07,NA
18SI036,2018,SIAL,2018-05-26,first,NA,2018-05-29,2018-06-01,2018-06-06,2018-06-12,2018-06-19,NA,2019,2019-05-17,2019-05-17,NA
18SI058,2018,SIAL,2018-06-03,first,NA,2018-06-08,NA,NA,NA,NA,second,NA,NA,NA,NA
18SI068,2018,SIAL,2018-06-03,first,NA,2018-06-13,2018-06-18,2018-06-21,2018-06-26,2018-07-06,NA,2019,2019-05-17,2019-05-17,NA
18SI069,2018,SIAL,2018-06-12,first,NA,2018-06-13,2018-06-17,2018-06-19,2018-06-25,2018-07-05,NA,2019,2019-05-26,2019-05-26,NA
18SI070,2018,SIAL,2018-06-12,second,NA,NA,2018-06-15,2018-06-18,2018-06-23,2018-07-04,NA,2019,2019-05-07,2019-05-07,NA
18SI080,2018,SIAL,2018-06-17,first,NA,2018-06-23,2018-06-28,2018-07-02,2018-07-06,2018-07-14,NA,2019,2019-06-11,2019-06-11,NA
18SI081,2018,SIAL,2018-06-17,first,NA,2018-06-23,2018-06-28,2018-07-03,2018-07-07,2018-07-15,NA,2019,2019-05-19,2019-05-19,NA
18SI082,2018,SIAL,2018-06-17,first,NA,2018-06-22,2018-06-26,2018-07-01,2018-07-06,2018-07-13,NA,2019,2019-05-23,2019-05-23,NA
18SI094,2018,SIAL,2018-06-20,second,NA,NA,2018-06-21,2018-06-25,2018-06-30,2018-07-08,NA,2019,2019-05-16,2019-05-16,NA
18SI095,2018,SIAL,2018-06-20,second,NA,NA,2018-06-28,2018-06-29,2018-07-06,2018-07-11,NA,2019,2019-05-19,2019-05-19,NA
18SI096,2018,SIAL,2018-06-20,first,NA,2018-06-25,2018-06-30,2018-07-05,2018-07-08,2018-07-15,NA,2019,2019-05-18,2019-05-18,NA
18SI098,2018,SIAL,2018-06-20,second,NA,NA,2018-06-24,2018-06-29,2018-07-05,2018-07-12,NA,2019,2019-05-22,2019-05-22,NA
18SI099,2018,SIAL,2018-06-20,second,NA,NA,2018-06-22,2018-06-26,2018-07-02,2018-07-09,NA,2019,2019-05-25,2019-05-25,NA
18SI102,2018,SIAL,2018-06-20,third,NA,NA,NA,2018-06-24,2018-06-29,2018-07-07,NA,2019,2019-05-15,2019-05-15,NA
18SI104,2018,SIAL,2018-06-20,first,NA,2018-06-25,2018-06-29,2018-07-03,2018-07-07,2018-07-15,NA,2019,2019-06-10,2019-06-11,NA
18SI105,2018,SIAL,2018-06-27,second,NA,NA,2018-06-29,2018-07-05,2018-07-09,2018-07-16,NA,2019,2019-05-21,2019-05-21,NA
18SI106,2018,SIAL,2018-06-27,first,NA,2018-06-29,2018-07-05,2018-07-07,2018-07-11,2018-07-17,NA,2019,2019-06-13,2019-06-13,NA
18SI108,2018,SIAL,2018-06-27,second,NA,NA,2018-06-30,2018-07-07,2018-07-09,2018-07-15,NA,2019,2019-05-29,2019-05-29,NA
18SI109,2018,SIAL,2018-06-27,first,NA,2018-06-30,2018-07-05,2018-07-07,2018-07-11,2018-07-17,NA,2019,2019-06-07,2019-06-07,NA
18SI110,2018,SIAL,2018-06-27,first,NA,2018-06-28,2018-07-03,2018-07-06,2018-07-11,2018-07-18,NA,2019,2019-05-20,2019-05-21,NA
18SI111,2018,SIAL,2018-06-27,first,NA,2018-06-29,2018-07-02,2018-07-04,2018-07-08,2018-07-15,NA,2019,2019-05-29,2019-05-29,NA
18SI112,2018,SIAL,2019-06-27,first,NA,2018-06-29,2018-07-03,2018-07-07,2018-07-11,2018-07-17,NA,2019,2019-05-14,2019-05-14,NA
18SI113,2018,SIAL,2018-06-27,third,NA,NA,NA,2018-06-28,2018-07-03,2018-07-11,NA,2019,2019-05-23,2019-05-23,NA
18SI114,2018,SIAL,2018-06-27,second,NA,NA,2018-06-28,2018-07-03,2018-07-07,2018-07-15,NA,2019,2019-05-27,2019-05-27,NA
18SI115,2018,SIAL,2018-06-27,second,NA,NA,2018-07-01,2018-07-06,2018-07-08,2018-07-15,NA,2019,2019-05-25,2019-05-26,NA
18SI116,2018,SIAL,2018-06-27,first,NA,2018-06-28,2018-07-03,2018-07-06,2018-07-10,2018-07-16,NA,2019,2019-05-27,2019-05-27,NA
18SI117,2018,SIAL,2018-06-27,first,NA,2018-06-28,2018-07-02,2018-07-05,2018-07-09,2018-07-15,NA,2019,2019-05-29,2019-05-29,NA
18SI118,2018,SIAL,2018-06-27,first,NA,2018-06-29,2018-07-03,2018-07-06,2018-07-10,2018-07-17,NA,2019,2019-05-11,2019-05-11,NA
18SI119,2018,SIAL,2018-06-27,third,NA,NA,NA,2018-06-29,2018-07-05,2018-07-11,NA,2019,2019-05-10,2019-05-10,NA
18SI120,2018,SIAL,2018-06-26,first,NA,2018-06-30,2018-07-05,2018-07-07,2018-07-11,2018-07-17,NA,2019,2019-05-24,2019-05-24,NA
18SI121,2018,SIAL,2018-06-26,second,NA,NA,2018-06-30,2018-07-05,2018-07-08,2018-07-15,NA,2019,2019-06-03,2019-06-03,NA
18SI122,2018,SIAL,2018-06-26,first,NA,2018-06-28,2018-07-03,2018-07-06,2018-07-11,2018-07-16,NA,2019,2019-06-12,2019-06-13,NA
18SI123,2018,SIAL,2018-06-26,second,NA,NA,2018-06-30,2018-07-05,2018-07-07,2018-07-15,NA,2019,2019-05-07,2019-05-07,NA
18SI124,2018,SIAL,2018-06-27,first,NA,NA,NA,2018-07-06,2018-07-11,2018-07-17,NA,2019,2019-05-16,2019-05-16,NA
18SI125,2018,SIAL,2018-07-04,first,NA,NA,NA,2018-07-08,2018-07-11,2018-07-17,NA,2019,2019-05-30,2019-05-30,NA
18SI126,2018,SIAL,2018-07-04,third,NA,NA,NA,2018-07-06,2018-07-09,2018-07-15,NA,2019,2019-05-17,2019-05-17,NA
18SI127,2018,SIAL,2018-07-04,second,NA,NA,2018-07-07,2018-07-10,2018-07-15,NA,fifth,one carcass was found on floor and could have been that of 18SI127,NA,NA,NA
18SI128,2018,SIAL,2018-07-04,second,NA,NA,2018-07-07,2018-07-10,2018-07-13,2018-07-21,NA,NA,NA,NA,NA
18SI129,2018,SIAL,2018-07-04,third,NA,NA,NA,2018-07-06,2018-07-10,2018-07-17,NA,2019,2019-05-24,2019-05-24,NA
18SI130,2018,SIAL,2018-07-12,fifth,NA,NA,NA,NA,NA,2018-07-18,NA,2019,2019-05-22,2019-05-22,NA
18SI131,2018,SIAL,2018-07-12,fifth,NA,NA,NA,NA,NA,NA,fifth,one carcass was found on floor and could have been that of 18SI131,NA,NA,NA
18SI132,2018,SIAL,2018-07-12,fourth,NA,NA,NA,NA,2018-07-13,2018-07-21,NA,2019,2019-05-24,2019-05-24,NA
19LE003,2019,LEVI,2019-06-06,first,NA,2019-06-03,2019-06-20,2019-06-23,2019-06-25,2019-07-05,NA,2020,2020-05-10,2020-05-11,NA
19LE024,2019,LEVI,2019-06-06,first,NA,2019-06-14,2019-06-20,2019-06-25,2019-06-27,2019-07-03,NA,NA,NA,NA,NA
19SI146,2019,SIAL,2019-06-26,first,NA,2019-07-03,2019-07-13,2019-07-17,2019-07-21,2019-07-27,NA,2020,NA,NA,NA
19SI147,2019,SIAL,2019-06-26,first,NA,2019-07-05,2019-07-08,2019-07-15,2019-07-17,2019-07-23,NA,2020,2020-05-05,2020-05-05,NA
19SI148,2019,SIAL,2019-06-26,second,NA,NA,2019-06-29,2019-07-11,2019-07-13,2019-07-17,NA,2020,2020-05-12,2020-05-12,NA
19SI149,2019,SIAL,2019-06-26,first,NA,2019-06-30,2019-07-03,2019-07-05,2019-07-10,2019-07-18,NA,2020,2020-05-19,2020-05-19,NA
19SI150,2019,SIAL,2019-06-26,first,NA,2019-06-27,2019-07-01,2019-07-10,2019-07-14,NA,fifth,NA,NA,NA,NA
19SI151,2019,SIAL,2019-06-26,first,NA,2019-06-30,2019-07-06,2019-07-13,2019-07-15,2019-07-23,NA,2020,NA,NA,NA
19SI152,2019,SIAL,2019-06-26,first,NA,2019-06-30,2019-07-04,2019-07-11,2019-07-13,2019-07-21,NA,2020,2020-05-14,2020-05-14,NA
19SI153,2019,SIAL,2019-06-26,first,NA,2019-06-27,NA,NA,NA,NA,second,NA,NA,NA,NA
19SI154,2019,SIAL,2019-06-26,first,NA,2019-06-27,2019-06-30,2019-07-05,2019-07-09,2019-07-17,NA,2020,2020-05-14,2020-05-14,NA
19SI155,2019,SIAL,2019-06-26,first,NA,2019-06-30,2019-07-02,2019-07-06,2019-07-12,NA,fifth,NA,NA,NA,NA
20BR046,2020,BRRA,2020-06-08,first,NA,2020-06-14,2020-06-17,2020-06-20,2020-06-24,2020-07-03,NA,2021,2021-05-04,2021-05-04,M
20LE009,2020,LEVI,2020-06-23,third,NA,NA,NA,2020-06-25,2020-06-29,2020-07-09,NA,2021,2021-05-22,2021-05-22,M
20LE010,2020,LEVI,2020-06-23,second,NA,NA,2020-06-27,2020-07-01,2020-07-05,2020-07-14,NA,2021,2021-05-10,2021-05-10,M
20SI025,2020,SIAL,2020-05-01,first,NA,2020-05-07,2020-05-11,2020-05-14,2020-05-20,2020-05-28,NA,2021,2021-05-19,2021-05-19,F
20SI038,2020,SIAL,2020-05-08,second,NA,NA,2020-05-12,2020-05-14,2020-05-20,2020-05-29,NA,2021,2021-05-13,2021-05-13,M
20SI061,2020,SIAL,2020-05-14,first,NA,2020-05-18,2020-05-23,2020-05-27,2020-05-31,2020-06-11,NA,2021,2021-05-27,2021-05-28,F
20SI065,2020,SIAL,2020-05-14,first,NA,2020-05-18,2020-05-21,2020-05-26,2020-05-30,2020-06-09,NA,2021,2021-05-20,2021-05-20,M
20SI122,2020,SIAL,2020-06-01,first,NA,2020-06-04,2020-06-08,2020-06-12,2020-06-17,2020-06-26,NA,2021,2021-05-19,2021-05-19,M
20SI131,2020,SIAL,2020-06-11,first,NA,2020-06-16,2020-06-19,2020-06-23,2020-06-27,2020-07-05,NA,2021,2021-05-13,2021-05-13,M
20SI133,2020,SIAL,2020-06-11,first,NA,2020-06-15,2020-06-19,2020-06-22,2020-06-27,2020-07-06,NA,2021,2021-05-18,2021-05-18,F
20SI134,2020,SIAL,2020-06-11,first,NA,2020-06-16,2020-06-20,2020-06-24,2020-06-28,2020-07-05,NA,2021,2021-05-17,2021-05-17,M
20SI142,2020,SIAL,2020-06-14,second,NA,NA,2020-06-17,2020-06-21,2020-06-25,2020-07-04,NA,2021,2021-05-18,2021-05-18,F
20SI145,2020,SIAL,2020-06-22,third,NA,NA,NA,2020-06-23,2020-06-26,2020-07-05,NA,2021,2021-05-10,2021-05-10,F
20SI146,2020,SIAL,2020-06-22,fourth,NA,NA,NA,NA,2020-06-25,2020-07-04,NA,2021,2021-05-19,2021-05-19,F
20SI147,2020,SIAL,2020-06-22,first,NA,2020-06-23,2020-06-27,2020-07-01,2020-07-05,2020-07-14,NA,2021,2021-05-19,2021-05-19,F
20SI148,2020,SIAL,2020-06-22,second,NA,NA,2020-06-26,2020-06-30,2020-07-05,2020-07-14,NA,2021,2021-05-31,2021-05-31,F
20SI149,2020,SIAL,2020-06-22,second,NA,NA,2020-06-26,2020-06-30,2020-07-04,2020-07-13,NA,2021,2021-05-13,2021-05-13,M
20SI150,2020,SIAL,2020-06-22,first,NA,2020-06-23,2020-06-26,2020-06-29,2020-07-04,2020-07-13,NA,2021,2021-06-01,2021-06-02,F
20SI151,2020,SIAL,2020-06-22,first,NA,2020-06-26,2020-06-29,2020-07-03,2020-07-08,2020-07-17,NA,2021,2021-05-17,2021-05-18,F
20SI152,2020,SIAL,2020-06-22,fourth,NA,NA,NA,NA,2020-06-25,2020-07-05,NA,2021,2021-05-19,2021-05-19,M
20SI153,2020,SIAL,2020-06-22,first,NA,2020-06-25,2020-06-29,2020-07-02,2020-07-07,2020-07-16,NA,2021,2021-05-22,2021-05-22,F
20SI154,2020,SIAL,2020-06-22,first,NA,2020-06-25,2020-06-29,2020-07-03,2020-07-07,2020-07-16,NA,2021,2021-05-20,2021-05-20,F
20SI156,2020,SIAL,2020-06-22,first,NA,2020-06-23,2020-06-26,2020-07-01,2020-07-05,2020-07-13,NA,2021,2021-05-14,2021-05-14,M
20SI158,2020,SIAL,2020-06-22,first,NA,2020-06-23,2020-06-26,2020-06-30,2020-07-05,2020-07-14,NA,2021,2021-05-11,2021-05-11,F
20SI159,2020,SIAL,2020-06-22,first,NA,2020-06-26,2020-06-30,2020-07-04,2020-07-09,2020-07-18,NA,2021,2021-05-25,2021-05-25,F
20SI161,2020,SIAL,2020-06-22,first,NA,2020-06-25,2020-06-29,2020-07-02,2020-07-07,2020-07-15,NA,2021,2021-05-31,2021-05-31,F
20SI164,2020,SIAL,2020-06-22,second,NA,NA,2020-06-25,2020-06-29,2020-07-03,2020-07-11,NA,2021,2021-06-11,2021-06-12,F
20SI165,2020,SIAL,2020-06-22,third,NA,NA,NA,2020-06-26,2020-07-01,2020-07-10,NA,2021,2021-05-24,2021-05-25,F
20SI166,2020,SIAL,2020-06-22,third,NA,NA,NA,2020-06-24,2020-06-29,2020-07-07,NA,2021,2021-05-18,2021-05-18,F
20SI167,2020,SIAL,2020-06-22,third,NA,NA,NA,2020-06-23,2020-06-27,2020-07-07,NA,2021,2021-05-23,2021-05-23,F
20SI168,2020,SIAL,2020-06-22,third,NA,NA,NA,2020-06-24,2020-06-29,2020-07-08,NA,2021,2021-04-28,2021-04-28,M
20SI169,2020,SIAL,2020-06-22,third,NA,NA,NA,2020-06-26,2020-06-30,NA,NA,2021,2021-05-17,2021-05-17,F
20SI170,2020,SIAL,2020-06-22,third,NA,NA,NA,2020-06-26,2020-07-01,2020-07-10,NA,2021,2021-05-17,2021-05-18,F
20SI171,2020,SIAL,2020-06-22,third,NA,NA,NA,2020-06-25,2020-06-30,2020-07-09,NA,2021,2021-06-05,2021-06-05,F
20SI172,2020,SIAL,2020-06-22,fourth,NA,NA,NA,NA,2020-06-26,2020-07-05,NA,2021,2021-05-21,2021-05-21,F
20SI174,2020,SIAL,2020-06-26,fifth,NA,NA,NA,NA,NA,2020-07-04,NA,2021,2021-05-12,2021-05-12,F
20SI175,2020,SIAL,2020-06-26,third,NA,NA,NA,2020-06-28,2020-07-02,2020-07-11,NA,2021,2021-05-21,2021-05-21,F
20SI176,2020,SIAL,2020-06-26,fourth,NA,NA,NA,NA,2020-06-30,2020-07-09,NA,2021,2021-05-16,2021-05-16,M
20SI177,2020,SIAL,2020-06-26,fourth,NA,NA,NA,NA,2020-06-29,2020-07-08,NA,2021,2021-05-11,2021-05-11,M
20SI178,2020,SIAL,2020-06-26,fifth,NA,NA,NA,NA,NA,2020-07-04,NA,2021,2021-06-02,2021-06-02,M
20SI179,2020,SIAL,2020-06-26,third,NA,NA,NA,2020-06-30,2020-07-05,2020-07-14,NA,2021,2021-05-23,2021-05-23,F
20SI180,2020,SIAL,2020-06-26,second,NA,NA,2020-06-27,2020-07-02,2020-07-07,2020-07-17,NA,2021,2021-05-06,2021-05-06,M
20SI181,2020,SIAL,2020-06-26,third,NA,NA,2020-06-26,2020-06-30,2020-07-06,2020-07-16,NA,2021,2021-05-19,2021-05-19,M
20SI182,2020,SIAL,2020-06-26,second,NA,NA,2020-06-30,2020-07-04,2020-07-08,2020-07-16,NA,2021,2021-05-17,2021-05-17,M
20SI183,2020,SIAL,2020-06-26,second,NA,NA,2020-06-30,2020-07-03,2020-07-08,2020-07-16,NA,2021,2021-05-07,2021-05-07,M
20SI184,2020,SIAL,2020-06-26,third,NA,NA,NA,2020-06-28,2020-07-03,2020-07-12,NA,2021,2021-05-14,2021-05-14,F
20SI186,2020,SIAL,2020-06-26,fourth,NA,NA,NA,NA,2020-07-02,2020-07-14,NA,2021,2021-05-03,2021-05-03,F
20SI188,2020,SIAL,2020-06-28,fourth,NA,NA,NA,NA,2020-07-02,NA,fifth,NA,NA,NA,NA
20SI189,2020,SIAL,2020-06-28,fourth,NA,NA,NA,NA,2020-07-02,2020-07-11,NA,2021,2021-06-02,2021-06-02,F
20SI190,2020,SIAL,2020-06-28,second,NA,NA,2020-07-01,2020-07-05,2020-07-09,2020-07-17,NA,2021,2021-05-29,2021-05-30,F
20SI192,2020,SIAL,2020-06-28,third,NA,NA,NA,2020-07-01,2020-07-05,2020-07-14,NA,2021,2021-05-31,2021-05-31,F
20SI193,2020,SIAL,2020-06-28,third,NA,NA,NA,2020-07-01,2020-07-06,2020-07-14,NA,2021,2021-05-23,2021-05-23,F
20SI194,2020,SIAL,2020-06-28,third,NA,NA,NA,2020-06-30,2020-07-05,2020-07-14,NA,2021,2021-06-17,2021-06-17,F
20SI195,2020,SIAL,2020-06-28,third,NA,NA,NA,2020-06-30,2020-07-05,2020-07-14,NA,2021,2021-05-29,2021-05-29,F
20SI196,2020,SIAL,2020-06-28,third,NA,NA,NA,2020-06-30,2020-07-04,2020-07-13,NA,2021,2021-05-26,2021-05-26,F
20SI197,2020,SIAL,2020-06-28,third,NA,NA,NA,2020-06-29,2020-07-03,2020-07-12,NA,2021,2021-05-04,2021-05-04,M
20SI198,2020,SIAL,2020-06-28,third,NA,NA,NA,2020-06-29,2020-07-02,2020-07-11,NA,2021,2021-05-16,2021-05-16,F
20SI199,2020,SIAL,2020-06-28,third,NA,NA,NA,2020-07-01,2020-07-05,2020-07-14,NA,2021,2021-05-26,2021-05-28,F
20SI200,2020,SIAL,2020-06-28,second,NA,NA,2020-07-02,2020-07-05,2020-07-10,2020-07-18,NA,2021,2021-05-31,2021-06-01,F
20SI201,2020,SIAL,2020-06-28,second,NA,NA,2020-06-30,2020-07-05,2020-07-09,2020-07-18,NA,2021,NA,NA,NA
