IMB ID,REARING YEAR,HOST PLANT,COLLECTION SITE,COLLECTION AREA,COLLECTION DATE,COLLECTION STAGE,HATCH DATE,Date of 2nd instar,Date 3rd instar,Date 4th instar,Date fifth instar,PUPATION DATE,LARVAL DAYS,SURVIVE TO PUPATION,STAGE AT DEATH,REARING NOTES,RELEASE YEAR,ECLOSURE DATE,RELEASE DATE,RELEASE SITE,RELEASE AREA,SEX,LAT.,LONG.,RELEASE NOTES
16BR049,2016,BRRA,Lambert #5,,5/25/2016,Egg,5/26/2016,NA,NA,NA,NA,NA,#VALUE!,N,First,,,,,,,,,,
16BR050,2016,BRRA,Lambert #5,,5/25/2016,Egg,5/26/2016,5/31/2016,6/3/2016,6/8/2016,6/13/2016,6/21/2016,26,Y,,"*sheet says ""or SI"" but no number",2017,5/19/2017,5/19/2017,Old Road Bed,OldRoadBed,,,,
16BR051,2016,BRRA,outside site #2,,5/29/2016,Egg,6/2/2016,6/6/2016,6/10/2016,6/14/2016,6/17/2016,NA,#VALUE!,N,Fifth,stuck on tape (?),,,,,,,,,
16BR052,2016,BRRA,outside site #2,,5/29/2016,Egg,5/31/2016,6/2/2016,6/7/2016,NA,NA,NA,#VALUE!,N,Third,,,,,,,,,,
16BR053,2016,BRRA,outside site #2,,5/29/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Egg,,,,,,,,,,
16BR054,2016,BRRA,outside research site #2,,5/29/2016,Egg,5/31/2016,6/5/2016,6/7/2016,6/14/2016,6/17/2016,6/25/2016,25,Y,,,2017,5/21/2017,5/21/2017,Redoubt,Redoubt,,,,
16BR055,2016,BRRA,outside research site #2,,5/29/2016,Egg,5/31/2016,6/4/2016,6/7/2016,6/10/2016,6/15/2016,6/29/2016,29,Y,,,2017,5/29/2017,5/29/2017,Dunes,Dunes,,,,
16BR056,2016,BRRA,outside research site #2,,5/29/2016,Egg,6/5/2016,6/10/2016,6/11/2016,6/17/2016,6/22/2016,6/30/2016,25,Y,,,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16BR057,2016,BRRA,outside research site #2,,5/29/2016,Egg,6/2/2016,6/7/2016,6/10/2016,6/17/2016,6/19/2016,6/28/2016,26,Y,,,2017,6/2/2017,6/2/2017,South Beach,SouthBeach,,,,
16BR058,2016,BRRA,outside site #2,,5/29/2016,Egg,6/3/2016,NA,NA,NA,NA,NA,#VALUE!,N,First,lost,,,,,,,,,
16BR059,2016,BRRA,outside site #2,,5/29/2016,Egg,6/1/2016,NA,NA,NA,NA,NA,#VALUE!,N,First,lost,,,,,,,,,
16BR060,2016,BRRA,outside research site #2,,5/29/2016,Egg,6/1/2016,6/7/2016,6/10/2016,6/13/2016,6/17/2016,6/26/2016,25,Y,,,,,,,,,,,
16BR061,2016,BRRA,outside research site #2,,5/29/2016,Egg,5/31/2016,6/6/2016,6/7/2016,6/10/2016,6/14/2016,6/23/2016,23,Y,,,2017,6/2/2017,6/2/2017,South Beach,SouthBeach,,,,
16BR062,2016,BRRA,btwn site #1 and site #2,,5/29/2016,Egg,5/31/2016,6/6/2016,6/7/2016,6/9/2016,6/15/2016,6/24/2016,24,Y,,,2017,5/20/2017,5/20/2017,South Beach,SouthBeach,,,,
16BR063,2016,BRRA,btwn site #1 and site #2,,5/29/2016,Egg,5/30/2016,6/6/2016,6/10/2016,6/17/2016,6/23/2016,6/23/2016,24,N,Pupa,died as pupa overwinter,,,,,,,,,
16BR064,2016,BRRA,outside research site #2,,5/29/2016,Egg,6/1/2016,6/7/2016,6/10/2016,6/14/2016,6/18/2016,6/27/2016,26,Y,,,2017,5/26/2017,5/26/2017,Redoubt,Redoubt,,,,
16BR065,2016,BRRA,outside research site #2,,5/29/2016,Egg,5/30/2016,6/3/2016,6/7/2016,6/11/2016,6/22/2016,6/27/2016,28,Y,,,2017,5/23/2017,5/23/2017,Old Town Lagoon,OldTownLagoon,,,,
16BR066,2016,BRRA,outside site #2,,5/29/2016,Egg,6/4/2016,NA,NA,NA,NA,NA,#VALUE!,N,First,lost,,,,,,,,,
16LE001,2016,LEVI,old town lagoon,OldTownLagoon,5/25/2016,Egg,5/26/2016,5/31/2016,6/6/2016,6/7/2016,6/10/2016,6/18/2016,23,Y,,,2017,5/21/2017,5/21/2017,Old Town Lagoon,OldTownLagoon,,,,
16LE002,2016,LEVI,old town lagoon,OldTownLagoon,5/25/2016,Egg,6/1/2016,6/7/2016,6/8/2016,6/13/2016,6/17/2016,6/25/2016,24,Y,,,2017,5/26/2017,5/26/2017,Old Town Lagoon,OldTownLagoon,,,,
16LE003,2016,LEVI,old town lagoon,OldTownLagoon,5/25/2016,Egg,5/31/2016,6/7/2016,6/10/2016,6/13/2016,6/17/2016,6/24/2016,24,Y,,,,,,,,,,,
16LE004,2016,LEVI,old town lagoon,OldTownLagoon,5/25/2016,Egg,5/27/2016,5/31/2016,6/6/2016,6/7/2016,6/10/2016,6/18/2016,22,Y,,,2017,6/5/2017,6/5/2017,Old Town Lagoon,OldTownLagoon,,,,
16LE005,2016,LEVI,old town lagoon,OldTownLagoon,5/25/2016,Egg,5/30/2016,6/6/2016,6/7/2016,6/10/2016,6/15/2016,6/24/2016,25,Y,,no LEVI or bflys at old town,2017,5/13/2017,5/13/2017,Redoubt,Redoubt,,,,
16LE006,2016,LEVI,old town lagoon,OldTownLagoon,5/25/2016,Second,NA,NA,6/2/2016,6/7/2016,6/12/2016,6/18/2016,#VALUE!,Y,,"confusion with the fall records, double check paperwork",,,,,,,,,
16LE007,2016,LEVI,old town lagoon,OldTownLagoon,5/25/2016,Second,NA,NA,6/6/2016,6/7/2016,6/12/2016,6/20/2016,#VALUE!,Y,,no LEVI or bflys at old town,2017,5/15/2017,5/16/2017,Redoubt,Redoubt,,,,
16LE008,2016,LEVI,old town lagoon,OldTownLagoon,6/1/2016,Egg,6/7/2016,NA,NA,NA,NA,NA,#VALUE!,N,First,lost,,,,,,,,,
16LE009,2016,LEVI,old town lagoon,OldTownLagoon,6/1/2016,Egg,6/6/2016,6/10/2016,6/13/2016,6/19/2016,6/23/2016,7/2/2016,26,Y,,,2017,6/3/2017,6/3/2017,Dunes,Dunes,,,,
16LE010,2016,LEVI,old town lagoon,OldTownLagoon,6/1/2016,Egg,6/5/2016,6/10/2016,6/13/2016,6/19/2016,6/23/2016,7/2/2016,27,Y,,,2017,5/28/2017,5/28/2017,Jakles,JaklesLagoon,,,,
16LE011,2016,LEVI,old town lagoon,OldTownLagoon,6/1/2016,Egg,6/3/2016,6/7/2016,6/11/2016,6/14/2016,6/17/2016,6/25/2016,22,Y,,,2017,5/28/2017,5/28/2017,Jakles,JaklesLagoon,,,,
16LE012,2016,LEVI,old town lagoon,OldTownLagoon,6/1/2016,Egg,6/6/2016,NA,NA,NA,NA,NA,#VALUE!,N,First,lost,,,,,,,,,
16LE013,2016,LEVI,old town lagoon,OldTownLagoon,6/7/2016,Egg,6/9/2016,6/15/2016,6/17/2016,6/22/2016,6/26/2016,7/4/2016,25,Y,,,2017,5/24/2017,5/24/2017,Old Town Lagoon,OldTownLagoon,,,,
16LE014,2016,LEVI,old town lagoon,OldTownLagoon,6/7/2016,Egg,6/10/2016,6/13/2016,6/18/2016,6/22/2016,6/28/2016,7/6/2016,26,Y,,,2017,5/20/2017,5/20/2017,Old Town Lagoon,OldTownLagoon,,,,
16LE015,2016,LEVI,old town lagoon,OldTownLagoon,6/7/2016,Egg,6/9/2016,6/14/2016,6/18/2016,6/21/2016,6/26/2016,7/4/2016,25,Y,,,2017,5/24/2017,5/24/2017,Old Town Lagoon,OldTownLagoon,,,,
16LE016,2016,LEVI,old town lagoon,OldTownLagoon,6/7/2016,Egg,6/11/2016,6/17/2016,6/20/2016,6/26/2016,6/29/2016,7/6/2016,25,Y,,,2017,5/20/2017,5/20/2017,Old Town Lagoon,OldTownLagoon,,,,
16LE017,2016,LEVI,old town lagoon,OldTownLagoon,6/7/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Egg,,,,,,,,,,
16LE018,2016,LEVI,old town lagoon,OldTownLagoon,6/7/2016,Egg,6/11/2016,6/15/2016,6/20/2016,6/27/2016,6/29/2016,7/11/2016,30,Y,,4 days between last 5th and pupa entry,2017,5/29/2017,5/29/2017,Old Town Lagoon,OldTownLagoon,,,,
16LE019,2016,LEVI,old town lagoon,OldTownLagoon,6/11/2016,First,NA,6/17/2016,6/21/2016,6/26/2016,6/29/2016,7/7/2016,#VALUE!,Y,,,2017,5/19/2017,5/19/2017,Dunes,Dunes,,,,
16LE020,2016,LEVI,old town lagoon,OldTownLagoon,6/12/2016,First,NA,6/17/2016,6/21/2016,6/26/2016,6/30/2016,7/7/2016,#VALUE!,Y,,"no pupation date listed, see NOTE",2017,5/18/2017,5/18/2017,Redoubt,Redoubt,,,,
16SI001,2016,SIAL,dunes,Dunes,5/2/2016,Egg,5/3/2016,5/7/2016,5/11/2016,5/15/2016,5/17/2016,5/30/2016,27,Y,,,2017,5/13/2017,5/13/2017,Dunes,Dunes,,,,
16SI002,2016,SIAL,dunes,Dunes,5/2/2016,Egg,5/3/2016,5/9/2016,5/12/2016,5/15/2016,5/21/2016,6/2/2016,30,Y,,,2017,5/19/2017,5/19/2017,OldRoadBed,OldRoadBed,,,,
16SI003,2016,SIAL,dunes,Dunes,5/2/2016,Egg,5/3/2016,5/7/2016,5/11/2016,5/15/2016,5/21/2016,NA,#VALUE!,N,Fifth,half pupated or necrotized,,,,,,,,,
16SI004,2016,SIAL,dunes,Dunes,5/2/2016,Egg,5/4/2016,5/9/2016,5/12/2016,5/15/2016,5/17/2016,6/2/2016,29,Y,,,,,,,,,,,
16SI005,2016,SIAL,dunes,Dunes,5/2/2016,Egg,5/3/2016,5/7/2016,5/11/2016,5/15/2016,5/20/2016,5/30/2016,27,Y,,,2017,6/16/2017,6/16/2017,Dunes,Dunes,,,,
16SI006,2016,SIAL,dunes,Dunes,5/2/2016,Egg,5/6/2016,5/10/2016,6/13/2016,6/15/2016,5/26/2016,6/11/2016,36,N,Pupa,died as pupa overwinter,,,,,,,,,
16SI007,2016,SIAL,dunes,Dunes,5/2/2016,First,NA,5/6/2016,5/8/2016,5/12/2016,5/15/2016,5/28/2016,#VALUE!,Y,,,2017,5/18/2017,5/18/2017,Dunes,Dunes,,,,
16SI008,2016,SIAL,finlayson old road bed,,5/3/2016,Egg,5/10/2016,5/13/2016,5/15/2016,NA,NA,NA,#VALUE!,N,Third,,,,,,,,,,
16SI009,2016,SIAL,finlayson old road bed,,5/3/2016,Egg,5/7/2016,5/10/2016,5/15/2016,5/23/2016,5/28/2016,6/4/2016,28,Y,,"no pupation date listed, see NOTE",2017,5/19/2017,5/20/2017,Dunes,Dunes,,,,
16SI010,2016,SIAL,finlayson old road bed,,5/3/2016,Egg,5/6/2016,5/9/2016,5/14/2016,5/15/2016,5/24/2016,6/2/2016,27,Y,,,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16SI011,2016,SIAL,finlayson old road bed,,5/3/2016,Egg,5/7/2016,5/10/2016,5/15/2016,5/17/2016,5/28/2016,6/4/2016,28,Y,,"no pupation date listed, see NOTE",2017,5/19/2017,5/19/2017,OldRoadBed,OldRoadBed,,,,
16SI012,2016,SIAL,DNR boundary,,5/5/2016,Egg,5/10/2016,5/13/2016,5/18/2016,5/26/2016,5/30/2016,6/6/2016,27,Y,,,2017,6/1/2017,6/1/2017,Dunes,Dunes,,,,
16SI013,2016,SIAL,old road bed,OldRoadBed,5/6/2016,Egg,5/9/2016,5/13/2016,5/15/2016,5/23/2016,5/28/2016,6/4/2016,26,Y,,"no pupation date listed, see NOTE",2017,5/24/2017,5/24/2017,Dunes,Dunes,,,,
16SI014,2016,SIAL,old road bed,OldRoadBed,5/6/2016,First,NA,5/9/2016,5/14/2016,5/15/2016,5/25/2016,6/2/2016,#VALUE!,Y,,lots of IMB's at release location,2017,5/10/2017,5/10/2017,OldRoadBed,OldRoadBed,,,,
16SI015,2016,SIAL,old road bed,OldRoadBed,5/6/2016,Egg,5/11/2016,5/15/2016,5/20/2016,5/27/2016,6/2/2016,6/10/2016,30,Y,,,2017,5/30/2017,5/31/2017,Old Town Lagoon,OldTownLagoon,,,,
16SI016,2016,SIAL,old road bed,OldRoadBed,5/6/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Unknown,lost,,,,,,,,,
16SI017,2016,SIAL,old road bed,OldRoadBed,5/6/2016,Egg,5/9/2016,5/13/2016,5/15/2016,5/20/2016,5/26/2016,6/3/2016,25,Y,,,2017,5/14/2017,5/14/2017,Dunes,Dunes,,,,
16SI018,2016,SIAL,old road bed,OldRoadBed,5/6/2016,Egg,5/9/2016,5/13/2016,5/15/2016,5/23/2016,5/27/2016,6/4/2016,26,Y,,"no pupation date listed, see NOTE, no release location listed",2017,6/1/2017,6/1/2017,Dunes,Dunes,,,,
16SI019,2016,SIAL,dunes,Dunes,5/10/2016,Egg,5/14/2016,5/19/2016,5/23/2016,5/28/2016,6/4/2016,6/9/2016,26,Y,,,2017,5/24/2017,5/24/2017,Dunes,Dunes,,,,
16SI020,2016,SIAL,dunes,Dunes,5/10/2016,Egg,5/11/2016,5/13/2016,5/20/2016,5/23/2016,5/28/2016,6/6/2016,26,Y,,,2017,5/27/2017,5/27/2017,Dunes,Dunes,,,,
16SI021,2016,SIAL,dunes,Dunes,5/10/2016,Egg,5/11/2016,5/15/2016,5/17/2016,5/26/2016,5/28/2016,6/4/2016,24,Y,,"no pupation date listed, see NOTE",2017,5/27/2017,5/27/2017,Dunes,Dunes,,,,
16SI022,2016,SIAL,dunes,Dunes,5/10/2016,Egg,5/12/2016,5/15/2016,5/21/2016,5/27/2016,6/1/2016,6/6/2016,25,Y,,,2017,5/15/2017,5/16/2017,OldRoadBed,OldRoadBed,,,,
16SI023,2016,SIAL,dunes,Dunes,5/10/2016,Egg,5/11/2016,5/15/2016,5/22/2016,5/25/2016,5/30/2016,6/6/2016,26,Y,,,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16SI024,2016,SIAL,dunes,Dunes,5/10/2016,Egg,5/13/2016,5/17/2016,5/23/2016,5/29/2016,6/1/2016,6/7/2016,25,Y,,,2017,5/21/2017,5/21/2017,OldRoadBed,OldRoadBed,,,,
16SI025,2016,SIAL,old road bed,OldRoadBed,5/10/2016,Egg,5/13/2016,5/15/2016,5/20/2016,5/26/2016,5/30/2016,6/7/2016,25,Y,,,2017,5/12/2017,5/12/2017,Dunes,Dunes,,,,
16SI026,2016,SIAL,old road bed,OldRoadBed,5/10/2016,Egg,5/11/2016,5/13/2016,5/22/2016,5/26/2016,6/1/2016,6/5/2016,25,Y,,"no pupation date listed, see NOTE",2017,5/19/2017,5/20/2017,Dunes,Dunes,,,,
16SI027,2016,SIAL,old road bed,OldRoadBed,5/10/2016,First,NA,5/13/2016,5/15/2016,5/17/2016,5/26/2016,6/4/2016,#VALUE!,Y,,"no pupation date listed, see NOTE",2017,5/15/2017,5/16/2017,OldRoadBed,OldRoadBed,,,,
16SI028,2016,SIAL,old road bed,OldRoadBed,5/10/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Egg,dud,,,,,,,,,
16SI029,2016,SIAL,dunes,Dunes,5/17/2016,Egg,5/21/2016,5/28/2016,5/30/2016,6/6/2016,6/7/2016,6/15/2016,25,Y,,,2017,5/28/2017,5/28/2017,Redoubt,Redoubt,,,,
16SI030,2016,SIAL,dunes,Dunes,5/17/2016,Egg,5/20/2016,5/27/2016,5/31/2016,6/6/2016,6/9/2016,6/15/2016,26,Y,,,2017,5/23/2017,5/23/2017,OldRoadBed,OldRoadBed,,,,
16SI031,2016,SIAL,dunes,Dunes,5/17/2016,Egg,5/21/2016,5/27/2016,5/31/2016,6/6/2016,6/9/2016,6/15/2016,25,Y,,,2017,5/20/2017,5/20/2017,Dunes,Dunes,,,,
16SI032,2016,SIAL,dunes,Dunes,5/17/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Egg,,,,,,,,,,
16SI033,2016,SIAL,dunes,Dunes,5/17/2016,Egg,5/19/2016,5/23/2016,5/28/2016,6/3/2016,6/10/2016,6/13/2016,25,Y,,,2017,5/20/2017,5/20/2017,Dunes,Dunes,,,,
16SI034,2016,SIAL,dunes,Dunes,5/17/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Egg,,,,,,,,,,
16SI035,2016,SIAL,dunes,Dunes,5/17/2016,Egg,5/20/2016,5/26/2016,5/30/2016,6/2/2016,6/7/2016,6/13/2016,24,Y,,,2017,5/19/2017,5/19/2017,Dunes,Dunes,,,,
16SI036,2016,SIAL,NRCA,,5/18/2016,Egg,5/22/2016,5/26/2016,5/30/2016,6/4/2016,6/6/2016,6/14/2016,23,Y,,,2017,6/5/2017,6/5/2017,Old Town Lagoon,OldTownLagoon,,,,
16SI037,2016,SIAL,old road bed,OldRoadBed,5/18/2016,Egg,5/22/2016,5/26/2016,5/31/2016,6/7/2016,6/12/2016,6/20/2016,29,Y,,,2017,5/20/2017,5/20/2017,Dunes,Dunes,,,,
16SI038,2016,SIAL,old road bed,OldRoadBed,5/18/2016,Egg,5/20/2016,5/23/2016,5/29/2016,6/1/2016,6/6/2016,6/13/2016,24,Y,,"there's a note on eclosure sheet, but I can't read it",2017,5/20/2017,5/20/2017,Redoubt,Redoubt,,,,
16SI039,2016,SIAL,NRCA old road bed,,5/18/2016,Egg,5/25/2016,5/29/2016,6/1/2016,6/7/2016,6/12/2016,6/21/2016,27,Y,,,2017,5/22/2017,5/23/2017,OldRoadBed,OldRoadBed,,,,
16SI040,2016,SIAL,old road bed,OldRoadBed,5/18/2016,Egg,5/20/2016,5/23/2016,5/29/2016,6/3/2016,6/6/2016,6/13/2016,24,Y,,,2017,5/31/2017,5/31/2017,Dunes,Dunes,,,,
16SI041,2016,SIAL,old road bed NCRA,OldRoadBed,5/18/2016,First,NA,NA,NA,NA,NA,NA,#VALUE!,N,First,,,,,,,,,,
16SI042,2016,SIAL,NRCA,,5/18/2016,Egg,5/20/2016,5/26/2016,5/29/2016,6/6/2016,6/7/2016,6/14/2016,25,Y,,,2017,5/20/2017,5/20/2017,Dunes,Dunes,,,,
16SI043,2016,SIAL,south beach,SouthBeach,5/25/2016,First,NA,5/28/2016,6/3/2016,6/7/2016,6/9/2016,6/16/2016,#VALUE!,Y,,,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16SI044,2016,SIAL,south beach,SouthBeach,5/25/2016,Egg,5/30/2016,6/5/2016,6/7/2016,6/13/2016,6/17/2016,6/25/2016,26,Y,,,2017,5/24/2017,5/24/2017,Dunes,Dunes,,,,
16SI045,2016,SIAL,south beach,SouthBeach,5/25/2016,Egg,5/29/2016,6/3/2016,6/7/2016,6/10/2016,6/13/2016,NA,#VALUE!,N,Fifth,lost,,,,,,,,,
16SI046,2016,SIAL,south beach,SouthBeach,5/25/2016,Egg,5/28/2016,6/3/2016,6/6/2016,6/7/2016,6/10/2016,6/16/2016,19,Y,,no release location noted,2017,5/26/2017,5/26/2017,Old Town Lagoon,OldTownLagoon,,,,
16SI047,2016,SIAL,south beach,SouthBeach,5/25/2016,First,NA,5/29/2016,6/1/2016,6/6/2016,6/7/2016,6/17/2016,#VALUE!,Y,,,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16SI048,2016,SIAL,outside research site #2,,5/25/2016,Second,NA,NA,5/27/2016,5/31/2016,6/5/2016,6/11/2016,#VALUE!,Y,,,,,,,,,,,
16SI049,2016,SIAL,outside research site #2 on trail,,5/25/2016,Egg,5/29/2016,6/3/2016,6/7/2016,6/10/2016,6/14/2016,6/22/2016,24,Y,,,2017,5/29/2017,5/29/2017,Dunes,Dunes,,,,
16SI050,2016,SIAL,"outside research site #2, on trail",,5/25/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Egg,branch died,,,,,,,,,
16SI051,2016,SIAL,south beach,SouthBeach,5/25/2016,First,NA,5/29/2016,6/2/2016,6/7/2016,6/8/2016,6/17/2016,#VALUE!,Y,,,2017,5/20/2017,5/20/2017,Dunes,Dunes,,,,
16SI052,2016,SIAL,dunes,Dunes,6/1/2016,Egg,6/3/2016,6/6/2016,6/9/2016,6/4/2016,6/17/2016,6/25/2016,22,Y,,,2017,6/1/2017,6/1/2017,Dunes,Dunes,,,,
16SI053,2016,SIAL,dunes,Dunes,6/1/2016,Egg,6/5/2016,6/9/2016,6/10/2016,6/17/2016,6/20/2016,6/28/2016,23,Y,,,2017,5/28/2017,5/28/2017,Redoubt,Redoubt,,,,
16SI054,2016,SIAL,dunes,Dunes,6/1/2016,Egg,6/3/2016,6/6/2016,6/7/2016,6/12/2016,6/17/2016,6/27/2016,24,Y,,1 week between pupation and last 5th instar entry,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16SI055,2016,SIAL,dunes,Dunes,6/1/2016,Egg,6/2/2016,6/7/2016,6/10/2016,6/13/2016,6/18/2016,6/27/2016,25,Y,,,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16SI056,2016,SIAL,old road bed,OldRoadBed,6/1/2016,Egg,6/5/2016,6/10/2016,6/14/2016,6/17/2016,6/22/2016,6/30/2016,25,Y,,,2017,5/19/2017,5/19/2017,OldRoadBed,OldRoadBed,,,,
16SI057,2016,SIAL,old road bed,OldRoadBed,6/1/2016,Egg,6/4/2016,6/10/2016,6/15/2016,6/18/2016,6/23/2016,7/2/2016,28,Y,,,2017,5/23/2017,5/23/2017,OldRoadBed,OldRoadBed,,,,
16SI058,2016,SIAL,old road bed,OldRoadBed,6/1/2016,Egg,6/2/2016,6/4/2016,6/10/2016,6/17/2016,6/20/2016,6/29/2016,27,Y,,,2017,6/11/2017,6/11/2017,Dunes,Dunes,,,,
16SI059,2016,SIAL,old road bed,OldRoadBed,6/1/2016,Egg,6/4/2016,6/7/2016,6/11/2016,6/13/2016,6/17/2016,6/30/2016,26,Y,,,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16SI060,2016,SIAL,old road bed,OldRoadBed,6/1/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Egg,lost,,,,,,,,,
16SI061,2016,SIAL,dunes,Dunes,6/7/2016,Egg,6/9/2016,6/13/2016,6/17/2016,6/20/2016,6/26/2016,7/4/2016,25,Y,,,2017,5/22/2017,5/23/2017,Redoubt,Redoubt,,,,
16SI062,2016,SIAL,dunes,Dunes,6/7/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Unknown,"sheet was unclear whether or not the egg ever hatched, was tentatively called a dud",,,,,,,,,
16SI063,2016,SIAL,dunes,Dunes,6/7/2016,Egg,NA,NA,NA,NA,NA,NA,#VALUE!,N,Unknown,lost,,,,,,,,,
16SI064,2016,SIAL,dunes,Dunes,6/7/2016,Egg,6/8/2016,NA,NA,NA,NA,NA,#VALUE!,N,First,lost,,,,,,,,,
16SI065,2016,SIAL,dunes,Dunes,6/7/2016,Egg,6/9/2016,6/14/2016,6/20/2016,6/24/2016,6/27/2016,7/4/2016,25,Y,,,2017,5/21/2017,5/21/2017,OldRoadBed,OldRoadBed,,,,
16SI066,2016,SIAL,dunes,Dunes,6/7/2016,Egg,6/10/2016,NA,NA,NA,NA,NA,#VALUE!,N,First,lost/possibly died during a stressful transfer,,,,,,,,,
16SI067,2016,SIAL,dunes,Dunes,6/7/2016,First,NA,6/10/2016,6/13/2016,6/19/2016,6/23/2016,6/30/2016,#VALUE!,Y,,,2017,6/2/2017,6/2/2017,South Beach,SouthBeach,,,,
16SI068,2016,SIAL,dunes,Dunes,6/11/2016,First,NA,6/13/2016,6/16/2016,6/19/2016,6/26/2016,7/4/2016,#VALUE!,Y,,,2017,5/30/2017,5/31/2017,Dunes,Dunes,,,,
16SI069,2016,SIAL,old road bed,OldRoadBed,6/12/2016,Second,NA,NA,6/16/2016,6/19/2016,6/23/2016,7/1/2016,#VALUE!,Y,,,2017,6/3/2017,6/3/2017,Dunes,Dunes,,,,
16SI070,2016,SIAL,old road bed,OldRoadBed,6/12/2016,Second,NA,NA,6/14/2016,6/17/2016,6/22/2016,6/30/2016,#VALUE!,Y,,,2017,6/11/2017,6/12/2017,Dunes,Dunes,,,,
16SI071,2016,SIAL,old road bed,OldRoadBed,6/12/2016,Egg,6/14/2016,6/19/2016,6/23/2016,6/28/2016,7/3/2016,7/11/2016,27,Y,,,2017,6/3/2017,6/3/2017,Dunes,Dunes,,,,
16SI072,2016,SIAL,old road bed,OldRoadBed,6/12/2016,Second,NA,6/15/2016,NA,NA,NA,NA,#VALUE!,N,Third,"trapped in molt, molt mannual removed but he still died",,,,,,,,,
16SI073,2016,SIAL,old road bed,OldRoadBed,6/12/2016,Second,NA,NA,6/16/2016,6/23/2016,6/27/2016,7/4/2016,#VALUE!,Y,,,2017,5/24/2017,5/24/2017,Dunes,Dunes,,,,
16SI074,2016,SIAL,dunes,Dunes,6/12/2016,Second,NA,NA,6/17/2016,6/22/2016,6/27/2016,7/4/2016,#VALUE!,Y,,"no eclosure notes, but he did eclose",2017,,,Unknown,,,,,
16SI075,2016,SIAL,dunes,Dunes,6/12/2016,First,NA,6/14/2016,6/20/2016,6/25/2016,6/28/2016,7/6/2016,#VALUE!,Y,,,2017,5/21/2017,5/21/2017,OldRoadBed,OldRoadBed,,,,
16SI076,2016,SIAL,dunes,Dunes,6/12/2016,Egg,6/18/2016,6/22/2016,6/26/2016,7/2/2016,7/6/2016,7/14/2016,26,Y,,,2017,5/22/2017,5/25/2017,OldRoadBed,OldRoadBed,,,,
16SI077,2016,SIAL,dunes,Dunes,6/12/2016,Second,NA,NA,6/16/2016,6/22/2016,6/27/2016,7/4/2016,#VALUE!,Y,,,2017,6/3/2017,6/3/2017,Dunes,Dunes,,,,
16SI078,2016,SIAL,old road bed,OldRoadBed,6/13/2016,Third,NA,NA,NA,6/17/2016,6/23/2016,7/1/2016,#VALUE!,Y,,,2017,5/28/2017,5/28/2017,Redoubt,Redoubt,,,,
16SI079,2016,SIAL,old road bed,OldRoadBed,6/14/2016,Third,NA,NA,NA,6/17/2016,6/21/2016,6/30/2016,#VALUE!,Y,,,2017,5/20/2017,5/20/2017,Dunes,Dunes,,,,
16SI080,2016,SIAL,old road bed,OldRoadBed,6/14/2016,Fifth,NA,NA,NA,NA,NA,6/21/2016,#VALUE!,Y,,,2017,5/21/2017,5/21/2017,Old Town Lagoon,OldTownLagoon,,,,
16SI081,2016,SIAL,old road bed,OldRoadBed,6/14/2016,Fifth,NA,NA,NA,NA,NA,6/23/2016,#VALUE!,Y,,proves individuals can pupate and eclose successfully in road restore fabric,2017,5/18/2017,5/18/2017,Dunes,Dunes,,,,
16SI082,2016,SIAL,old road bed,OldRoadBed,6/14/2016,Fifth,NA,NA,NA,NA,NA,6/23/2016,#VALUE!,Y,,,2017,5/22/2017,5/22/2017,Dunes,Dunes,,,,
16SI083,2016,SIAL,old road bed,OldRoadBed,6/14/2016,Fifth,NA,NA,NA,NA,NA,6/29/2016,#VALUE!,Y,,,2017,6/2/2017,6/2/2017,South Beach,SouthBeach,,,,
16SI084,2016,SIAL,old road bed,OldRoadBed,6/19/2016,Fourth,NA,NA,NA,NA,6/22/2016,6/29/2016,#VALUE!,Y,,,2017,5/18/2017,5/18/2017,Dunes,Dunes,,,,
16SI085,2016,SIAL,old road bed,OldRoadBed,6/19/2016,Fifth,NA,NA,NA,NA,NA,6/29/2016,#VALUE!,Y,,,2017,5/20/2017,5/20/2017,Old Town Lagoon,OldTownLagoon,,,,
16SI086,2016,SIAL,old road bed,OldRoadBed,6/19/2016,Fourth,NA,NA,NA,NA,6/21/2016,6/30/2016,#VALUE!,Y,,,2017,5/24/2017,5/24/2017,Dunes,Dunes,,,,
