imb_id,rearing_year,host_plant,overall_survival,stage,duration,start,end,survival
16SI036,2016,SIAL,Y,second,4,2016-05-26T00:00:00Z,2016-05-30T00:00:00Z,TRUE
16SI036,2016,SIAL,Y,third,5,2016-05-30T00:00:00Z,2016-06-04T00:00:00Z,TRUE
16SI036,2016,SIAL,Y,fourth,2,2016-06-04T00:00:00Z,2016-06-06T00:00:00Z,TRUE
16SI036,2016,SIAL,Y,fifth,8,2016-06-06T00:00:00Z,2016-06-14T00:00:00Z,TRUE
16SI036,2016,SIAL,Y,pupa,356,2016-06-14T00:00:00Z,2017-06-05T00:00:00Z,TRUE
16SI037,2016,SIAL,Y,first,4,2016-05-22T00:00:00Z,2016-05-26T00:00:00Z,TRUE
16SI037,2016,SIAL,Y,second,5,2016-05-26T00:00:00Z,2016-05-31T00:00:00Z,TRUE
16SI037,2016,SIAL,Y,third,7,2016-05-31T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI037,2016,SIAL,Y,fourth,5,2016-06-07T00:00:00Z,2016-06-12T00:00:00Z,TRUE
16SI037,2016,SIAL,Y,fifth,8,2016-06-12T00:00:00Z,2016-06-20T00:00:00Z,TRUE
16SI037,2016,SIAL,Y,pupa,334,2016-06-20T00:00:00Z,2017-05-20T00:00:00Z,TRUE
16SI038,2016,SIAL,Y,first,3,2016-05-20T00:00:00Z,2016-05-23T00:00:00Z,TRUE
16SI038,2016,SIAL,Y,second,6,2016-05-23T00:00:00Z,2016-05-29T00:00:00Z,TRUE
16SI038,2016,SIAL,Y,third,3,2016-05-29T00:00:00Z,2016-06-01T00:00:00Z,TRUE
16SI038,2016,SIAL,Y,fourth,5,2016-06-01T00:00:00Z,2016-06-06T00:00:00Z,TRUE
16SI038,2016,SIAL,Y,fifth,7,2016-06-06T00:00:00Z,2016-06-13T00:00:00Z,TRUE
16SI038,2016,SIAL,Y,pupa,341,2016-06-13T00:00:00Z,2017-05-20T00:00:00Z,TRUE
16SI039,2016,SIAL,Y,first,4,2016-05-25T00:00:00Z,2016-05-29T00:00:00Z,TRUE
16SI039,2016,SIAL,Y,second,3,2016-05-29T00:00:00Z,2016-06-01T00:00:00Z,TRUE
16SI039,2016,SIAL,Y,third,6,2016-06-01T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI039,2016,SIAL,Y,fourth,5,2016-06-07T00:00:00Z,2016-06-12T00:00:00Z,TRUE
16SI039,2016,SIAL,Y,fifth,9,2016-06-12T00:00:00Z,2016-06-21T00:00:00Z,TRUE
16SI039,2016,SIAL,Y,pupa,335,2016-06-21T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI040,2016,SIAL,Y,first,3,2016-05-20T00:00:00Z,2016-05-23T00:00:00Z,TRUE
16SI040,2016,SIAL,Y,second,6,2016-05-23T00:00:00Z,2016-05-29T00:00:00Z,TRUE
16SI040,2016,SIAL,Y,third,5,2016-05-29T00:00:00Z,2016-06-03T00:00:00Z,TRUE
16SI040,2016,SIAL,Y,fourth,3,2016-06-03T00:00:00Z,2016-06-06T00:00:00Z,TRUE
16SI040,2016,SIAL,Y,fifth,7,2016-06-06T00:00:00Z,2016-06-13T00:00:00Z,TRUE
16SI040,2016,SIAL,Y,pupa,352,2016-06-13T00:00:00Z,2017-05-31T00:00:00Z,TRUE
16SI042,2016,SIAL,Y,first,6,2016-05-20T00:00:00Z,2016-05-26T00:00:00Z,TRUE
16SI042,2016,SIAL,Y,second,3,2016-05-26T00:00:00Z,2016-05-29T00:00:00Z,TRUE
16SI042,2016,SIAL,Y,third,8,2016-05-29T00:00:00Z,2016-06-06T00:00:00Z,TRUE
16SI042,2016,SIAL,Y,fourth,1,2016-06-06T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI042,2016,SIAL,Y,fifth,7,2016-06-07T00:00:00Z,2016-06-14T00:00:00Z,TRUE
16SI042,2016,SIAL,Y,pupa,340,2016-06-14T00:00:00Z,2017-05-20T00:00:00Z,TRUE
16SI043,2016,SIAL,Y,second,6,2016-05-28T00:00:00Z,2016-06-03T00:00:00Z,TRUE
16SI043,2016,SIAL,Y,third,4,2016-06-03T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI043,2016,SIAL,Y,fourth,2,2016-06-07T00:00:00Z,2016-06-09T00:00:00Z,TRUE
16SI043,2016,SIAL,Y,fifth,7,2016-06-09T00:00:00Z,2016-06-16T00:00:00Z,TRUE
16SI043,2016,SIAL,Y,pupa,340,2016-06-16T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI044,2016,SIAL,Y,first,6,2016-05-30T00:00:00Z,2016-06-05T00:00:00Z,TRUE
16SI044,2016,SIAL,Y,second,2,2016-06-05T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI044,2016,SIAL,Y,third,6,2016-06-07T00:00:00Z,2016-06-13T00:00:00Z,TRUE
16SI044,2016,SIAL,Y,fourth,4,2016-06-13T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI044,2016,SIAL,Y,fifth,8,2016-06-17T00:00:00Z,2016-06-25T00:00:00Z,TRUE
16SI044,2016,SIAL,Y,pupa,333,2016-06-25T00:00:00Z,2017-05-24T00:00:00Z,TRUE
16SI045,2016,SIAL,N,first,5,2016-05-29T00:00:00Z,2016-06-03T00:00:00Z,TRUE
16SI045,2016,SIAL,N,second,4,2016-06-03T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI045,2016,SIAL,N,third,3,2016-06-07T00:00:00Z,2016-06-10T00:00:00Z,TRUE
16SI045,2016,SIAL,N,fourth,3,2016-06-10T00:00:00Z,2016-06-13T00:00:00Z,TRUE
16SI045,2016,SIAL,N,fifth,NA,2016-06-13T00:00:00Z,NA,FALSE
16SI046,2016,SIAL,Y,first,6,2016-05-28T00:00:00Z,2016-06-03T00:00:00Z,TRUE
16SI046,2016,SIAL,Y,second,3,2016-06-03T00:00:00Z,2016-06-06T00:00:00Z,TRUE
16SI046,2016,SIAL,Y,third,1,2016-06-06T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI046,2016,SIAL,Y,fourth,3,2016-06-07T00:00:00Z,2016-06-10T00:00:00Z,TRUE
16SI046,2016,SIAL,Y,fifth,6,2016-06-10T00:00:00Z,2016-06-16T00:00:00Z,TRUE
16SI046,2016,SIAL,Y,pupa,344,2016-06-16T00:00:00Z,2017-05-26T00:00:00Z,TRUE
16SI047,2016,SIAL,Y,second,3,2016-05-29T00:00:00Z,2016-06-01T00:00:00Z,TRUE
16SI047,2016,SIAL,Y,third,5,2016-06-01T00:00:00Z,2016-06-06T00:00:00Z,TRUE
16SI047,2016,SIAL,Y,fourth,1,2016-06-06T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI047,2016,SIAL,Y,fifth,10,2016-06-07T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI047,2016,SIAL,Y,pupa,339,2016-06-17T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI048,2016,SIAL,Y,third,4,2016-05-27T00:00:00Z,2016-05-31T00:00:00Z,TRUE
16SI048,2016,SIAL,Y,fourth,5,2016-05-31T00:00:00Z,2016-06-05T00:00:00Z,TRUE
16SI048,2016,SIAL,Y,fifth,6,2016-06-05T00:00:00Z,2016-06-11T00:00:00Z,TRUE
16SI049,2016,SIAL,Y,first,5,2016-05-29T00:00:00Z,2016-06-03T00:00:00Z,TRUE
16SI049,2016,SIAL,Y,second,4,2016-06-03T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI049,2016,SIAL,Y,third,3,2016-06-07T00:00:00Z,2016-06-10T00:00:00Z,TRUE
16SI049,2016,SIAL,Y,fourth,4,2016-06-10T00:00:00Z,2016-06-14T00:00:00Z,TRUE
16SI049,2016,SIAL,Y,fifth,8,2016-06-14T00:00:00Z,2016-06-22T00:00:00Z,TRUE
16SI049,2016,SIAL,Y,pupa,341,2016-06-22T00:00:00Z,2017-05-29T00:00:00Z,TRUE
16SI051,2016,SIAL,Y,second,4,2016-05-29T00:00:00Z,2016-06-02T00:00:00Z,TRUE
16SI051,2016,SIAL,Y,third,5,2016-06-02T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI051,2016,SIAL,Y,fourth,1,2016-06-07T00:00:00Z,2016-06-08T00:00:00Z,TRUE
16SI051,2016,SIAL,Y,fifth,9,2016-06-08T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI051,2016,SIAL,Y,pupa,337,2016-06-17T00:00:00Z,2017-05-20T00:00:00Z,TRUE
16SI052,2016,SIAL,Y,first,3,2016-06-03T00:00:00Z,2016-06-06T00:00:00Z,TRUE
16SI052,2016,SIAL,Y,second,3,2016-06-06T00:00:00Z,2016-06-09T00:00:00Z,TRUE
16SI052,2016,SIAL,Y,third,5,2016-06-09T00:00:00Z,2016-06-14T00:00:00Z,TRUE
16SI052,2016,SIAL,Y,fourth,3,2016-06-14T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI052,2016,SIAL,Y,fifth,8,2016-06-17T00:00:00Z,2016-06-25T00:00:00Z,TRUE
16SI052,2016,SIAL,Y,pupa,341,2016-06-25T00:00:00Z,2017-06-01T00:00:00Z,TRUE
16SI053,2016,SIAL,Y,first,4,2016-06-05T00:00:00Z,2016-06-09T00:00:00Z,TRUE
16SI053,2016,SIAL,Y,second,1,2016-06-09T00:00:00Z,2016-06-10T00:00:00Z,TRUE
16SI053,2016,SIAL,Y,third,7,2016-06-10T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI053,2016,SIAL,Y,fourth,3,2016-06-17T00:00:00Z,2016-06-20T00:00:00Z,TRUE
16SI053,2016,SIAL,Y,fifth,8,2016-06-20T00:00:00Z,2016-06-28T00:00:00Z,TRUE
16SI053,2016,SIAL,Y,pupa,334,2016-06-28T00:00:00Z,2017-05-28T00:00:00Z,TRUE
16SI054,2016,SIAL,Y,first,3,2016-06-03T00:00:00Z,2016-06-06T00:00:00Z,TRUE
16SI054,2016,SIAL,Y,second,1,2016-06-06T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI054,2016,SIAL,Y,third,5,2016-06-07T00:00:00Z,2016-06-12T00:00:00Z,TRUE
16SI054,2016,SIAL,Y,fourth,5,2016-06-12T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI054,2016,SIAL,Y,fifth,10,2016-06-17T00:00:00Z,2016-06-27T00:00:00Z,TRUE
16SI054,2016,SIAL,Y,pupa,329,2016-06-27T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI055,2016,SIAL,Y,first,5,2016-06-02T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI055,2016,SIAL,Y,second,3,2016-06-07T00:00:00Z,2016-06-10T00:00:00Z,TRUE
16SI055,2016,SIAL,Y,third,3,2016-06-10T00:00:00Z,2016-06-13T00:00:00Z,TRUE
16SI055,2016,SIAL,Y,fourth,5,2016-06-13T00:00:00Z,2016-06-18T00:00:00Z,TRUE
16SI055,2016,SIAL,Y,fifth,9,2016-06-18T00:00:00Z,2016-06-27T00:00:00Z,TRUE
16SI055,2016,SIAL,Y,pupa,329,2016-06-27T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI056,2016,SIAL,Y,first,5,2016-06-05T00:00:00Z,2016-06-10T00:00:00Z,TRUE
16SI056,2016,SIAL,Y,second,4,2016-06-10T00:00:00Z,2016-06-14T00:00:00Z,TRUE
16SI056,2016,SIAL,Y,third,3,2016-06-14T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI056,2016,SIAL,Y,fourth,5,2016-06-17T00:00:00Z,2016-06-22T00:00:00Z,TRUE
16SI056,2016,SIAL,Y,fifth,8,2016-06-22T00:00:00Z,2016-06-30T00:00:00Z,TRUE
16SI056,2016,SIAL,Y,pupa,323,2016-06-30T00:00:00Z,2017-05-19T00:00:00Z,TRUE
16SI057,2016,SIAL,Y,first,6,2016-06-04T00:00:00Z,2016-06-10T00:00:00Z,TRUE
16SI057,2016,SIAL,Y,second,5,2016-06-10T00:00:00Z,2016-06-15T00:00:00Z,TRUE
16SI057,2016,SIAL,Y,third,3,2016-06-15T00:00:00Z,2016-06-18T00:00:00Z,TRUE
16SI057,2016,SIAL,Y,fourth,5,2016-06-18T00:00:00Z,2016-06-23T00:00:00Z,TRUE
16SI057,2016,SIAL,Y,fifth,9,2016-06-23T00:00:00Z,2016-07-02T00:00:00Z,TRUE
16SI057,2016,SIAL,Y,pupa,325,2016-07-02T00:00:00Z,2017-05-23T00:00:00Z,TRUE
16SI058,2016,SIAL,Y,first,2,2016-06-02T00:00:00Z,2016-06-04T00:00:00Z,TRUE
16SI058,2016,SIAL,Y,second,6,2016-06-04T00:00:00Z,2016-06-10T00:00:00Z,TRUE
16SI058,2016,SIAL,Y,third,7,2016-06-10T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI058,2016,SIAL,Y,fourth,3,2016-06-17T00:00:00Z,2016-06-20T00:00:00Z,TRUE
16SI058,2016,SIAL,Y,fifth,9,2016-06-20T00:00:00Z,2016-06-29T00:00:00Z,TRUE
16SI058,2016,SIAL,Y,pupa,347,2016-06-29T00:00:00Z,2017-06-11T00:00:00Z,TRUE
16SI059,2016,SIAL,Y,first,3,2016-06-04T00:00:00Z,2016-06-07T00:00:00Z,TRUE
16SI059,2016,SIAL,Y,second,4,2016-06-07T00:00:00Z,2016-06-11T00:00:00Z,TRUE
16SI059,2016,SIAL,Y,third,2,2016-06-11T00:00:00Z,2016-06-13T00:00:00Z,TRUE
16SI059,2016,SIAL,Y,fourth,4,2016-06-13T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI059,2016,SIAL,Y,fifth,13,2016-06-17T00:00:00Z,2016-06-30T00:00:00Z,TRUE
16SI059,2016,SIAL,Y,pupa,326,2016-06-30T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI061,2016,SIAL,Y,first,4,2016-06-09T00:00:00Z,2016-06-13T00:00:00Z,TRUE
16SI061,2016,SIAL,Y,second,4,2016-06-13T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI061,2016,SIAL,Y,third,3,2016-06-17T00:00:00Z,2016-06-20T00:00:00Z,TRUE
16SI061,2016,SIAL,Y,fourth,6,2016-06-20T00:00:00Z,2016-06-26T00:00:00Z,TRUE
16SI061,2016,SIAL,Y,fifth,8,2016-06-26T00:00:00Z,2016-07-04T00:00:00Z,TRUE
16SI061,2016,SIAL,Y,pupa,322,2016-07-04T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI064,2016,SIAL,N,first,NA,2016-06-08T00:00:00Z,NA,FALSE
16SI065,2016,SIAL,Y,first,5,2016-06-09T00:00:00Z,2016-06-14T00:00:00Z,TRUE
16SI065,2016,SIAL,Y,second,6,2016-06-14T00:00:00Z,2016-06-20T00:00:00Z,TRUE
16SI065,2016,SIAL,Y,third,4,2016-06-20T00:00:00Z,2016-06-24T00:00:00Z,TRUE
16SI065,2016,SIAL,Y,fourth,3,2016-06-24T00:00:00Z,2016-06-27T00:00:00Z,TRUE
16SI065,2016,SIAL,Y,fifth,7,2016-06-27T00:00:00Z,2016-07-04T00:00:00Z,TRUE
16SI065,2016,SIAL,Y,pupa,321,2016-07-04T00:00:00Z,2017-05-21T00:00:00Z,TRUE
16SI066,2016,SIAL,N,first,NA,2016-06-10T00:00:00Z,NA,FALSE
16SI067,2016,SIAL,Y,second,3,2016-06-10T00:00:00Z,2016-06-13T00:00:00Z,TRUE
16SI067,2016,SIAL,Y,third,6,2016-06-13T00:00:00Z,2016-06-19T00:00:00Z,TRUE
16SI067,2016,SIAL,Y,fourth,4,2016-06-19T00:00:00Z,2016-06-23T00:00:00Z,TRUE
16SI067,2016,SIAL,Y,fifth,7,2016-06-23T00:00:00Z,2016-06-30T00:00:00Z,TRUE
16SI067,2016,SIAL,Y,pupa,337,2016-06-30T00:00:00Z,2017-06-02T00:00:00Z,TRUE
16SI068,2016,SIAL,Y,second,3,2016-06-13T00:00:00Z,2016-06-16T00:00:00Z,TRUE
16SI068,2016,SIAL,Y,third,3,2016-06-16T00:00:00Z,2016-06-19T00:00:00Z,TRUE
16SI068,2016,SIAL,Y,fourth,7,2016-06-19T00:00:00Z,2016-06-26T00:00:00Z,TRUE
16SI068,2016,SIAL,Y,fifth,8,2016-06-26T00:00:00Z,2016-07-04T00:00:00Z,TRUE
16SI068,2016,SIAL,Y,pupa,330,2016-07-04T00:00:00Z,2017-05-30T00:00:00Z,TRUE
16SI069,2016,SIAL,Y,third,3,2016-06-16T00:00:00Z,2016-06-19T00:00:00Z,TRUE
16SI069,2016,SIAL,Y,fourth,4,2016-06-19T00:00:00Z,2016-06-23T00:00:00Z,TRUE
16SI069,2016,SIAL,Y,fifth,8,2016-06-23T00:00:00Z,2016-07-01T00:00:00Z,TRUE
16SI069,2016,SIAL,Y,pupa,337,2016-07-01T00:00:00Z,2017-06-03T00:00:00Z,TRUE
16SI070,2016,SIAL,Y,third,3,2016-06-14T00:00:00Z,2016-06-17T00:00:00Z,TRUE
16SI070,2016,SIAL,Y,fourth,5,2016-06-17T00:00:00Z,2016-06-22T00:00:00Z,TRUE
16SI070,2016,SIAL,Y,fifth,8,2016-06-22T00:00:00Z,2016-06-30T00:00:00Z,TRUE
16SI070,2016,SIAL,Y,pupa,346,2016-06-30T00:00:00Z,2017-06-11T00:00:00Z,TRUE
16SI071,2016,SIAL,Y,first,5,2016-06-14T00:00:00Z,2016-06-19T00:00:00Z,TRUE
16SI071,2016,SIAL,Y,second,4,2016-06-19T00:00:00Z,2016-06-23T00:00:00Z,TRUE
16SI071,2016,SIAL,Y,third,5,2016-06-23T00:00:00Z,2016-06-28T00:00:00Z,TRUE
16SI071,2016,SIAL,Y,fourth,5,2016-06-28T00:00:00Z,2016-07-03T00:00:00Z,TRUE
16SI071,2016,SIAL,Y,fifth,8,2016-07-03T00:00:00Z,2016-07-11T00:00:00Z,TRUE
16SI071,2016,SIAL,Y,pupa,327,2016-07-11T00:00:00Z,2017-06-03T00:00:00Z,TRUE
16SI072,2016,SIAL,N,second,NA,2016-06-15T00:00:00Z,NA,FALSE
16SI073,2016,SIAL,Y,third,7,2016-06-16T00:00:00Z,2016-06-23T00:00:00Z,TRUE
16SI073,2016,SIAL,Y,fourth,4,2016-06-23T00:00:00Z,2016-06-27T00:00:00Z,TRUE
16SI073,2016,SIAL,Y,fifth,7,2016-06-27T00:00:00Z,2016-07-04T00:00:00Z,TRUE
16SI073,2016,SIAL,Y,pupa,324,2016-07-04T00:00:00Z,2017-05-24T00:00:00Z,TRUE
16SI074,2016,SIAL,Y,third,5,2016-06-17T00:00:00Z,2016-06-22T00:00:00Z,TRUE
16SI074,2016,SIAL,Y,fourth,5,2016-06-22T00:00:00Z,2016-06-27T00:00:00Z,TRUE
16SI074,2016,SIAL,Y,fifth,7,2016-06-27T00:00:00Z,2016-07-04T00:00:00Z,TRUE
16SI075,2016,SIAL,Y,second,6,2016-06-14T00:00:00Z,2016-06-20T00:00:00Z,TRUE
16SI075,2016,SIAL,Y,third,5,2016-06-20T00:00:00Z,2016-06-25T00:00:00Z,TRUE
16SI075,2016,SIAL,Y,fourth,3,2016-06-25T00:00:00Z,2016-06-28T00:00:00Z,TRUE
16SI075,2016,SIAL,Y,fifth,8,2016-06-28T00:00:00Z,2016-07-06T00:00:00Z,TRUE
16SI075,2016,SIAL,Y,pupa,319,2016-07-06T00:00:00Z,2017-05-21T00:00:00Z,TRUE
16SI076,2016,SIAL,Y,first,4,2016-06-18T00:00:00Z,2016-06-22T00:00:00Z,TRUE
16SI076,2016,SIAL,Y,second,4,2016-06-22T00:00:00Z,2016-06-26T00:00:00Z,TRUE
16SI076,2016,SIAL,Y,third,6,2016-06-26T00:00:00Z,2016-07-02T00:00:00Z,TRUE
16SI076,2016,SIAL,Y,fourth,4,2016-07-02T00:00:00Z,2016-07-06T00:00:00Z,TRUE
16SI076,2016,SIAL,Y,fifth,8,2016-07-06T00:00:00Z,2016-07-14T00:00:00Z,TRUE
16SI076,2016,SIAL,Y,pupa,312,2016-07-14T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI077,2016,SIAL,Y,third,6,2016-06-16T00:00:00Z,2016-06-22T00:00:00Z,TRUE
16SI077,2016,SIAL,Y,fourth,5,2016-06-22T00:00:00Z,2016-06-27T00:00:00Z,TRUE
16SI077,2016,SIAL,Y,fifth,7,2016-06-27T00:00:00Z,2016-07-04T00:00:00Z,TRUE
16SI077,2016,SIAL,Y,pupa,334,2016-07-04T00:00:00Z,2017-06-03T00:00:00Z,TRUE
16SI078,2016,SIAL,Y,fourth,6,2016-06-17T00:00:00Z,2016-06-23T00:00:00Z,TRUE
16SI078,2016,SIAL,Y,fifth,8,2016-06-23T00:00:00Z,2016-07-01T00:00:00Z,TRUE
16SI078,2016,SIAL,Y,pupa,331,2016-07-01T00:00:00Z,2017-05-28T00:00:00Z,TRUE
16SI079,2016,SIAL,Y,fourth,4,2016-06-17T00:00:00Z,2016-06-21T00:00:00Z,TRUE
16SI079,2016,SIAL,Y,fifth,9,2016-06-21T00:00:00Z,2016-06-30T00:00:00Z,TRUE
16SI079,2016,SIAL,Y,pupa,324,2016-06-30T00:00:00Z,2017-05-20T00:00:00Z,TRUE
16SI080,2016,SIAL,Y,pupa,334,2016-06-21T00:00:00Z,2017-05-21T00:00:00Z,TRUE
16SI081,2016,SIAL,Y,pupa,329,2016-06-23T00:00:00Z,2017-05-18T00:00:00Z,TRUE
16SI082,2016,SIAL,Y,pupa,333,2016-06-23T00:00:00Z,2017-05-22T00:00:00Z,TRUE
16SI083,2016,SIAL,Y,pupa,338,2016-06-29T00:00:00Z,2017-06-02T00:00:00Z,TRUE
16SI084,2016,SIAL,Y,fifth,7,2016-06-22T00:00:00Z,2016-06-29T00:00:00Z,TRUE
16SI084,2016,SIAL,Y,pupa,323,2016-06-29T00:00:00Z,2017-05-18T00:00:00Z,TRUE
16SI085,2016,SIAL,Y,pupa,325,2016-06-29T00:00:00Z,2017-05-20T00:00:00Z,TRUE
16SI086,2016,SIAL,Y,fifth,9,2016-06-21T00:00:00Z,2016-06-30T00:00:00Z,TRUE
16SI086,2016,SIAL,Y,pupa,328,2016-06-30T00:00:00Z,2017-05-24T00:00:00Z,TRUE
16SI087,2016,SIAL,Y,fifth,10,2016-06-20T00:00:00Z,2016-06-30T00:00:00Z,TRUE
16SI087,2016,SIAL,Y,pupa,327,2016-06-30T00:00:00Z,2017-05-23T00:00:00Z,TRUE
16SI089,2016,SIAL,Y,fourth,5,2016-06-21T00:00:00Z,2016-06-26T00:00:00Z,TRUE
16SI089,2016,SIAL,Y,fifth,8,2016-06-26T00:00:00Z,2016-07-04T00:00:00Z,TRUE
16SI089,2016,SIAL,Y,pupa,333,2016-07-04T00:00:00Z,2017-06-02T00:00:00Z,TRUE
16SI090,2016,SIAL,Y,fifth,10,2016-06-21T00:00:00Z,2016-07-01T00:00:00Z,TRUE
16SI090,2016,SIAL,Y,pupa,323,2016-07-01T00:00:00Z,2017-05-20T00:00:00Z,TRUE
16SI091,2016,SIAL,Y,pupa,325,2016-06-30T00:00:00Z,2017-05-21T00:00:00Z,TRUE
17BR001,2017,BRRA,N,first,NA,2017-05-19T00:00:00Z,NA,FALSE
17BR002,2017,BRRA,Y,first,6,2017-05-20T00:00:00Z,2017-05-26T00:00:00Z,TRUE
17BR002,2017,BRRA,Y,second,4,2017-05-26T00:00:00Z,2017-05-30T00:00:00Z,TRUE
17BR002,2017,BRRA,Y,third,4,2017-05-30T00:00:00Z,2017-06-03T00:00:00Z,TRUE
17BR002,2017,BRRA,Y,fourth,6,2017-06-03T00:00:00Z,2017-06-09T00:00:00Z,TRUE
17BR002,2017,BRRA,Y,fifth,8,2017-06-09T00:00:00Z,2017-06-17T00:00:00Z,TRUE
17BR002,2017,BRRA,Y,pupa,348,2017-06-17T00:00:00Z,2018-05-31T00:00:00Z,TRUE
17BR003,2017,BRRA,Y,first,5,2017-05-20T00:00:00Z,2017-05-25T00:00:00Z,TRUE
17BR003,2017,BRRA,Y,second,4,2017-05-25T00:00:00Z,2017-05-29T00:00:00Z,TRUE
17BR003,2017,BRRA,Y,third,3,2017-05-29T00:00:00Z,2017-06-01T00:00:00Z,TRUE
17BR003,2017,BRRA,Y,fourth,6,2017-06-01T00:00:00Z,2017-06-07T00:00:00Z,TRUE
17BR003,2017,BRRA,Y,fifth,8,2017-06-07T00:00:00Z,2017-06-15T00:00:00Z,TRUE
17BR003,2017,BRRA,Y,pupa,333,2017-06-15T00:00:00Z,2018-05-14T00:00:00Z,TRUE
17BR004,2017,BRRA,Y,first,5,2017-05-20T00:00:00Z,2017-05-25T00:00:00Z,TRUE
17BR004,2017,BRRA,Y,second,4,2017-05-25T00:00:00Z,2017-05-29T00:00:00Z,TRUE
17BR004,2017,BRRA,Y,third,5,2017-05-29T00:00:00Z,2017-06-03T00:00:00Z,TRUE
17BR004,2017,BRRA,Y,fourth,7,2017-06-03T00:00:00Z,2017-06-10T00:00:00Z,TRUE
17BR004,2017,BRRA,Y,fifth,8,2017-06-10T00:00:00Z,2017-06-18T00:00:00Z,TRUE
17BR004,2017,BRRA,Y,pupa,343,2017-06-18T00:00:00Z,2018-05-27T00:00:00Z,TRUE
17BR005,2017,BRRA,Y,first,6,2017-05-19T00:00:00Z,2017-05-25T00:00:00Z,TRUE
17BR005,2017,BRRA,Y,second,5,2017-05-25T00:00:00Z,2017-05-30T00:00:00Z,TRUE
17BR005,2017,BRRA,Y,third,4,2017-05-30T00:00:00Z,2017-06-03T00:00:00Z,TRUE
17BR005,2017,BRRA,Y,fourth,6,2017-06-03T00:00:00Z,2017-06-09T00:00:00Z,TRUE
17BR005,2017,BRRA,Y,fifth,8,2017-06-09T00:00:00Z,2017-06-17T00:00:00Z,TRUE
17BR005,2017,BRRA,Y,pupa,346,2017-06-17T00:00:00Z,2018-05-29T00:00:00Z,TRUE
17BR006,2017,BRRA,Y,first,6,2017-05-20T00:00:00Z,2017-05-26T00:00:00Z,TRUE
17BR006,2017,BRRA,Y,second,3,2017-05-26T00:00:00Z,2017-05-29T00:00:00Z,TRUE
17BR006,2017,BRRA,Y,third,5,2017-05-29T00:00:00Z,2017-06-03T00:00:00Z,TRUE
17BR006,2017,BRRA,Y,fourth,7,2017-06-03T00:00:00Z,2017-06-10T00:00:00Z,TRUE
17BR006,2017,BRRA,Y,fifth,7,2017-06-10T00:00:00Z,2017-06-17T00:00:00Z,TRUE
17BR007,2017,BRRA,Y,first,5,2017-05-20T00:00:00Z,2017-05-25T00:00:00Z,TRUE
17BR007,2017,BRRA,Y,second,3,2017-05-25T00:00:00Z,2017-05-28T00:00:00Z,TRUE
17BR007,2017,BRRA,Y,third,6,2017-05-28T00:00:00Z,2017-06-03T00:00:00Z,TRUE
17BR007,2017,BRRA,Y,fourth,7,2017-06-03T00:00:00Z,2017-06-10T00:00:00Z,TRUE
17BR007,2017,BRRA,Y,fifth,7,2017-06-10T00:00:00Z,2017-06-17T00:00:00Z,TRUE
17BR009,2017,BRRA,Y,first,6,2017-05-19T00:00:00Z,2017-05-25T00:00:00Z,TRUE
17BR009,2017,BRRA,Y,second,3,2017-05-25T00:00:00Z,2017-05-28T00:00:00Z,TRUE
17BR009,2017,BRRA,Y,third,4,2017-05-28T00:00:00Z,2017-06-01T00:00:00Z,TRUE
17BR009,2017,BRRA,Y,fourth,9,2017-06-01T00:00:00Z,2017-06-10T00:00:00Z,TRUE
17BR009,2017,BRRA,Y,fifth,7,2017-06-10T00:00:00Z,2017-06-17T00:00:00Z,TRUE
17BR009,2017,BRRA,Y,pupa,343,2017-06-17T00:00:00Z,2018-05-26T00:00:00Z,TRUE
17BR010,2017,BRRA,N,first,NA,2017-05-20T00:00:00Z,NA,FALSE
