imb_id,collection_stage,overall_survival,stage_at_death,stage,duration,start,end,survival,degree_days,collection_day
13BR001,first,N,fourth,second,4,0,4,TRUE,18.510897435897437,2013-06-13T00:00:00Z
13BR001,first,N,fourth,third,5,4,9,TRUE,23.772563596491228,2013-06-13T00:00:00Z
13BR001,first,N,fourth,death,5,9,14,FALSE,28.685297417271993,2013-06-13T00:00:00Z
13BR002,egg,N,third,first,5,0,5,TRUE,20.618897435897438,2013-06-12T00:00:00Z
13BR002,egg,N,third,second,4,5,9,TRUE,20.028563596491228,2013-06-12T00:00:00Z
13BR002,egg,N,third,death,4,9,13,FALSE,21.818422417271993,2013-06-12T00:00:00Z
13BR003a,egg,N,third,first,4,0,4,TRUE,14.335564102564105,2013-06-11T00:00:00Z
13BR003a,egg,N,third,second,4,4,8,TRUE,21.779605263157897,2013-06-11T00:00:00Z
13BR003a,egg,N,third,death,4,8,12,FALSE,20.992958333333334,2013-06-11T00:00:00Z
13BR003b,egg,N,third,first,4,0,4,TRUE,15.62723076923077,2013-06-12T00:00:00Z
13BR003b,egg,N,third,second,3,4,7,TRUE,18.004605263157895,2013-06-12T00:00:00Z
13BR003b,egg,N,third,death,4,7,11,FALSE,20.992958333333334,2013-06-12T00:00:00Z
13BR004,first,N,third,second,4,0,4,TRUE,18.510897435897437,2013-06-13T00:00:00Z
13BR004,first,N,third,death,4,4,8,FALSE,20.028563596491228,2013-06-13T00:00:00Z
13SI001,egg,N,second,first,6,0,6,TRUE,23.768897435897436,2013-06-11T00:00:00Z
13SI001,egg,N,second,death,4,6,10,FALSE,20.028563596491228,2013-06-11T00:00:00Z
13SI002,first,N,third,second,4,0,4,TRUE,21.779605263157897,2013-06-15T00:00:00Z
13SI002,first,N,third,death,4,4,8,FALSE,20.992958333333334,2013-06-15T00:00:00Z
13SI004,egg,N,second,first,4,0,4,TRUE,21.779605263157897,2013-06-15T00:00:00Z
13SI004,egg,N,second,death,4,4,8,FALSE,20.992958333333334,2013-06-15T00:00:00Z
13SI005,egg,N,second,first,3,0,3,TRUE,18.004605263157895,2013-06-16T00:00:00Z
13SI005,egg,N,second,death,4,3,7,FALSE,20.992958333333334,2013-06-16T00:00:00Z
13SI006,second,N,fourth,third,4,0,4,TRUE,20.028563596491228,2013-06-17T00:00:00Z
13SI006,second,N,fourth,death,5,4,9,FALSE,26.338422417271993,2013-06-17T00:00:00Z
13SI007,egg,N,second,first,4,0,4,TRUE,21.779605263157897,2013-06-15T00:00:00Z
13SI007,egg,N,second,death,4,4,8,FALSE,20.992958333333334,2013-06-15T00:00:00Z
13SI008,second,N,pupa,third,4,0,4,TRUE,21.019669365722,2013-06-14T00:00:00Z
13SI008,second,N,pupa,fourth,1,4,5,TRUE,8.571271929824562,2013-06-14T00:00:00Z
13SI008,second,N,pupa,fifth,6,5,11,TRUE,29.33508908393866,2013-06-14T00:00:00Z
13SI008,second,N,pupa,death,326,11,337,FALSE,505.8942603469413,2013-06-14T00:00:00Z
13SI009,first,N,third,second,7,0,7,TRUE,29.190169365722,2013-06-12T00:00:00Z
13SI009,first,N,third,death,4,7,11,FALSE,20.992958333333334,2013-06-12T00:00:00Z
13SI010,egg,N,second,first,4,0,4,TRUE,18.510897435897437,2013-06-13T00:00:00Z
13SI010,egg,N,second,death,4,4,8,FALSE,20.028563596491228,2013-06-13T00:00:00Z
13SI011,egg,N,third,first,5,0,5,TRUE,20.618897435897438,2013-06-12T00:00:00Z
13SI011,egg,N,third,second,2,5,7,TRUE,13.562938596491229,2013-06-12T00:00:00Z
13SI011,egg,N,third,death,4,7,11,FALSE,20.992958333333334,2013-06-12T00:00:00Z
13SI012,egg,N,second,first,5,0,5,TRUE,20.618897435897438,2013-06-12T00:00:00Z
13SI012,egg,N,second,death,4,5,9,FALSE,20.028563596491228,2013-06-12T00:00:00Z
13SI013,first,N,third,second,5,0,5,TRUE,20.618897435897438,2013-06-12T00:00:00Z
13SI013,first,N,third,death,4,5,9,FALSE,20.028563596491228,2013-06-12T00:00:00Z
13SI014,egg,N,fourth,first,3,0,3,TRUE,11.185564102564104,2013-06-12T00:00:00Z
13SI014,egg,N,fourth,second,2,3,5,TRUE,13.208333333333334,2013-06-12T00:00:00Z
13SI014,egg,N,fourth,third,2,5,7,TRUE,13.562938596491229,2013-06-12T00:00:00Z
13SI014,egg,N,fourth,death,5,7,12,FALSE,24.70651765536723,2013-06-12T00:00:00Z
13SI015,egg,N,third,first,4,0,4,TRUE,18.510897435897437,2013-06-13T00:00:00Z
13SI015,egg,N,third,second,2,4,6,TRUE,13.562938596491229,2013-06-13T00:00:00Z
13SI015,egg,N,third,death,4,6,10,FALSE,20.992958333333334,2013-06-13T00:00:00Z
13SI016,first,N,fourth,second,2,0,2,TRUE,13.208333333333334,2013-06-15T00:00:00Z
13SI016,first,N,fourth,third,2,2,4,TRUE,13.562938596491229,2013-06-15T00:00:00Z
13SI016,first,N,fourth,death,5,4,9,FALSE,24.70651765536723,2013-06-15T00:00:00Z
13SI017,second,N,fourth,third,1,0,1,TRUE,9.433333333333334,2013-06-16T00:00:00Z
13SI017,second,N,fourth,death,5,1,6,FALSE,23.772563596491228,2013-06-16T00:00:00Z
13SI018,egg,N,third,first,4,0,4,TRUE,18.510897435897437,2013-06-13T00:00:00Z
13SI018,egg,N,third,second,2,4,6,TRUE,13.562938596491229,2013-06-13T00:00:00Z
13SI018,egg,N,third,death,4,6,10,FALSE,20.992958333333334,2013-06-13T00:00:00Z
13SI021,egg,N,second,first,6,0,6,TRUE,27.082169365722,2013-06-13T00:00:00Z
13SI021,egg,N,second,death,4,6,10,FALSE,20.992958333333334,2013-06-13T00:00:00Z
13SI022,third,N,pupa,fourth,1,0,1,TRUE,9.433333333333334,2013-06-16T00:00:00Z
13SI022,third,N,pupa,fifth,5,1,6,TRUE,23.772563596491228,2013-06-16T00:00:00Z
13SI022,third,N,pupa,death,326,6,332,FALSE,503.3351530023085,2013-06-16T00:00:00Z
13SI023,first,N,fourth,second,6,0,6,TRUE,24.961002699055335,2013-06-12T00:00:00Z
13SI023,first,N,fourth,third,1,6,7,TRUE,8.571271929824562,2013-06-12T00:00:00Z
13SI023,first,N,fourth,death,5,7,12,FALSE,24.70651765536723,2013-06-12T00:00:00Z
13SI024,egg,N,second,first,5,0,5,TRUE,25.248836032388667,2013-06-14T00:00:00Z
13SI024,egg,N,second,death,4,5,9,FALSE,20.992958333333334,2013-06-14T00:00:00Z
13SI025,second,N,pupa,third,2,0,2,TRUE,13.562938596491229,2013-06-17T00:00:00Z
13SI025,second,N,pupa,fourth,2,2,4,TRUE,10.694791666666665,2013-06-17T00:00:00Z
13SI025,second,N,pupa,fifth,4,4,8,TRUE,21.818422417271993,2013-06-17T00:00:00Z
13SI025,second,N,pupa,death,326,8,334,FALSE,505.8942603469413,2013-06-17T00:00:00Z
13SI028,egg,N,second,first,4,0,4,TRUE,21.779605263157897,2013-06-15T00:00:00Z
13SI028,egg,N,second,death,4,4,8,FALSE,20.992958333333334,2013-06-15T00:00:00Z
13SI029,first,N,second,death,4,0,4,FALSE,18.78089692982456,2013-06-18T00:00:00Z
13SI030,egg,N,second,first,5,0,5,TRUE,25.248836032388667,2013-06-14T00:00:00Z
13SI030,egg,N,second,death,4,5,9,FALSE,20.992958333333334,2013-06-14T00:00:00Z
13SI031,egg,N,second,first,3,0,3,TRUE,17.55043859649123,2013-06-15T00:00:00Z
13SI031,egg,N,second,death,4,3,7,FALSE,18.78089692982456,2013-06-15T00:00:00Z
14BR001,first,Y,NA,second,3,0,3,TRUE,16.992833333333333,2014-06-06T00:00:00Z
14BR001,first,Y,NA,third,2,3,5,TRUE,11.714166666666667,2014-06-06T00:00:00Z
14BR001,first,Y,NA,fourth,7,5,12,TRUE,25.096217486217487,2014-06-06T00:00:00Z
14BR001,first,Y,NA,fifth,6,12,18,TRUE,27.000662878787878,2014-06-06T00:00:00Z
14BR001,first,Y,NA,pupa,336,18,354,TRUE,669.9170636349992,2014-06-06T00:00:00Z
14BR002,first,Y,NA,second,2,0,2,TRUE,11.863666666666667,2014-06-06T00:00:00Z
14BR002,first,Y,NA,third,2,2,4,TRUE,13.254738095238094,2014-06-06T00:00:00Z
14BR002,first,Y,NA,fourth,12,4,16,TRUE,43.549410126910125,2014-06-06T00:00:00Z
14BR002,first,Y,NA,fifth,2,16,18,TRUE,12.759375,2014-06-06T00:00:00Z
14BR002,first,Y,NA,pupa,347,18,365,TRUE,706.6852997923687,2014-06-06T00:00:00Z
14BR003,fourth,Y,NA,fifth,5,0,5,TRUE,23.181375000000003,2014-06-04T00:00:00Z
14BR003,fourth,Y,NA,pupa,363,5,368,TRUE,764.9430432526123,2014-06-04T00:00:00Z
14BR004,second,Y,NA,third,2,0,2,TRUE,11.863666666666667,2014-06-06T00:00:00Z
14BR004,second,Y,NA,fourth,3,2,5,TRUE,15.786166666666666,2014-06-06T00:00:00Z
14BR004,second,Y,NA,fifth,9,5,14,TRUE,33.02917203167203,2014-06-06T00:00:00Z
14BR004,second,Y,NA,pupa,364,14,378,TRUE,781.2715635286324,2014-06-06T00:00:00Z
14BR005,second,Y,NA,third,1,0,1,TRUE,7.791666666666668,2014-06-06T00:00:00Z
14BR005,second,Y,NA,fourth,4,1,5,TRUE,20.061166666666665,2014-06-06T00:00:00Z
14BR005,second,Y,NA,fifth,9,5,14,TRUE,33.02917203167203,2014-06-06T00:00:00Z
14BR005,second,Y,NA,pupa,346,14,360,TRUE,701.4053926305651,2014-06-06T00:00:00Z
14BR006,third,Y,NA,fourth,1,0,1,TRUE,7.791666666666668,2014-06-06T00:00:00Z
14BR006,third,Y,NA,fifth,5,1,6,TRUE,24.102833333333333,2014-06-06T00:00:00Z
14BR006,third,Y,NA,pupa,335,6,341,TRUE,681.9178499201508,2014-06-06T00:00:00Z
14BR007,second,Y,NA,third,1,0,1,TRUE,6.758333333333335,2014-06-05T00:00:00Z
14BR007,second,Y,NA,fourth,4,1,5,TRUE,21.04640476190476,2014-06-05T00:00:00Z
14BR007,second,Y,NA,fifth,7,5,12,TRUE,25.437288914788915,2014-06-05T00:00:00Z
14BR007,second,Y,NA,pupa,345,12,357,TRUE,700.2424680551404,2014-06-05T00:00:00Z
14BR008,third,Y,NA,fourth,3,0,3,TRUE,16.992833333333333,2014-06-06T00:00:00Z
14BR008,third,Y,NA,fifth,7,3,10,TRUE,27.10395558145558,2014-06-06T00:00:00Z
14BR008,third,Y,NA,pupa,344,10,354,TRUE,697.5343130522486,2014-06-06T00:00:00Z
14BR009,second,Y,NA,third,2,0,2,TRUE,11.863666666666667,2014-06-06T00:00:00Z
14BR009,second,Y,NA,fourth,4,2,6,TRUE,19.82783333333333,2014-06-06T00:00:00Z
14BR009,second,Y,NA,fifth,9,6,15,TRUE,33.093576793576794,2014-06-06T00:00:00Z
14BR009,second,Y,NA,pupa,345,15,360,TRUE,697.0512259638983,2014-06-06T00:00:00Z
14BR011,third,Y,NA,fourth,1,0,1,TRUE,7.791666666666668,2014-06-06T00:00:00Z
14BR011,third,Y,NA,fifth,5,1,6,TRUE,24.102833333333333,2014-06-06T00:00:00Z
14BR011,third,Y,NA,pupa,337,6,343,TRUE,683.9157822509778,2014-06-06T00:00:00Z
14BR012,first,Y,NA,second,6,0,6,TRUE,21.974788914788917,2014-06-10T00:00:00Z
14BR012,first,Y,NA,third,6,6,12,TRUE,24.01308275058275,2014-06-10T00:00:00Z
14BR012,first,Y,NA,fourth,4,12,16,TRUE,22.583819444444444,2014-06-10T00:00:00Z
14BR012,first,Y,NA,fifth,7,16,23,TRUE,43.462129153352564,2014-06-10T00:00:00Z
14BR012,first,Y,NA,pupa,350,23,373,TRUE,712.9992260419466,2014-06-10T00:00:00Z
14BR013,fourth,N,pupa,fifth,9,0,9,TRUE,33.02917203167203,2014-06-11T00:00:00Z
14BR013,fourth,N,pupa,death,326,9,335,FALSE,653.5846179541602,2014-06-11T00:00:00Z
14BR015,first,Y,NA,second,2,0,2,TRUE,10.626666666666667,2014-06-10T00:00:00Z
14BR015,first,Y,NA,third,8,2,10,TRUE,30.49774346024346,2014-06-10T00:00:00Z
14BR015,first,Y,NA,fourth,5,10,15,TRUE,25.589375,2014-06-10T00:00:00Z
14BR015,first,Y,NA,fifth,6,15,21,TRUE,36.41296248668589,2014-06-10T00:00:00Z
14BR015,first,Y,NA,pupa,362,21,383,TRUE,799.8750127552333,2014-06-10T00:00:00Z
14BR016,second,Y,NA,third,6,0,6,TRUE,22.564788914788913,2014-06-12T00:00:00Z
14BR016,second,Y,NA,fourth,6,6,12,TRUE,27.000662878787878,2014-06-12T00:00:00Z
14BR016,second,Y,NA,fifth,7,12,19,TRUE,41.697337486685896,2014-06-12T00:00:00Z
14BR016,second,Y,NA,pupa,336,19,355,TRUE,655.6655264082469,2014-06-12T00:00:00Z
14BR017,second,Y,NA,third,4,0,4,TRUE,17.546416083916085,2014-06-16T00:00:00Z
14BR017,second,Y,NA,fourth,5,4,9,TRUE,25.589375,2014-06-16T00:00:00Z
14BR017,second,Y,NA,fifth,7,9,16,TRUE,44.06712915335256,2014-06-16T00:00:00Z
14BR017,second,Y,NA,pupa,332,16,348,TRUE,640.4711503819744,2014-06-16T00:00:00Z
14BR018,second,Y,NA,third,7,0,7,TRUE,26.45607679357679,2014-06-13T00:00:00Z
14BR018,second,Y,NA,fourth,5,7,12,TRUE,25.589375,2014-06-13T00:00:00Z
14BR018,second,Y,NA,fifth,6,12,18,TRUE,36.41296248668589,2014-06-13T00:00:00Z
14BR018,second,Y,NA,pupa,321,18,339,TRUE,619.8583386666859,2014-06-13T00:00:00Z
14BR020,second,Y,NA,third,6,0,6,TRUE,22.564788914788913,2014-06-12T00:00:00Z
14BR020,second,Y,NA,fourth,2,6,8,TRUE,11.645454545454545,2014-06-12T00:00:00Z
14BR020,second,Y,NA,fifth,11,8,19,TRUE,56.12233748668589,2014-06-12T00:00:00Z
14BR020,second,Y,NA,pupa,349,19,368,TRUE,716.6950593752799,2014-06-12T00:00:00Z
14BR021,first,N,pupa,second,4,0,4,TRUE,15.389788914788914,2014-06-12T00:00:00Z
14BR021,first,N,pupa,third,7,4,11,TRUE,27.61724941724942,2014-06-12T00:00:00Z
14BR021,first,N,pupa,fourth,4,11,15,TRUE,23.884414682539685,2014-06-12T00:00:00Z
14BR021,first,N,pupa,fifth,8,15,23,TRUE,47.20101804224145,2014-06-12T00:00:00Z
14BR021,first,N,pupa,death,326,23,349,FALSE,614.2550331658572,2014-06-12T00:00:00Z
14BR023,third,Y,NA,fourth,7,0,7,TRUE,26.45607679357679,2014-06-13T00:00:00Z
14BR023,third,Y,NA,fifth,7,7,14,TRUE,34.70524801587302,2014-06-13T00:00:00Z
14BR023,third,Y,NA,pupa,341,14,355,TRUE,677.3332111171551,2014-06-13T00:00:00Z
14BR024,third,Y,NA,fourth,7,0,7,TRUE,25.096217486217487,2014-06-11T00:00:00Z
14BR024,third,Y,NA,fifth,8,7,15,TRUE,36.825107323232324,2014-06-11T00:00:00Z
14BR024,third,Y,NA,pupa,342,15,357,TRUE,681.2776555615995,2014-06-11T00:00:00Z
14BR027,egg,Y,NA,first,9,0,9,TRUE,32.92274346024346,2014-06-13T00:00:00Z
14BR027,egg,Y,NA,second,3,9,12,TRUE,18.639375,2014-06-13T00:00:00Z
14BR027,egg,Y,NA,third,4,12,16,TRUE,23.85462915335256,2014-06-13T00:00:00Z
14BR027,egg,Y,NA,fourth,4,16,20,TRUE,29.895192307692312,2014-06-13T00:00:00Z
14BR027,egg,Y,NA,fifth,7,20,27,TRUE,48.3375,2014-06-13T00:00:00Z
14BR027,egg,Y,NA,pupa,321,27,348,TRUE,581.7508664991905,2014-06-13T00:00:00Z
14BR028,egg,Y,NA,first,4,0,4,TRUE,17.546416083916085,2014-06-16T00:00:00Z
14BR028,egg,Y,NA,second,8,4,12,TRUE,39.15631184566025,2014-06-16T00:00:00Z
14BR028,egg,Y,NA,third,3,12,15,TRUE,21.417089470812876,2014-06-16T00:00:00Z
14BR028,egg,Y,NA,fourth,5,15,20,TRUE,35.66666666666667,2014-06-16T00:00:00Z
14BR028,egg,Y,NA,fifth,5,20,25,TRUE,42.625,2014-06-16T00:00:00Z
14BR028,egg,Y,NA,pupa,339,25,364,TRUE,652.54505937528,2014-06-16T00:00:00Z
14BR029,egg,Y,NA,first,8,0,8,TRUE,30.49774346024346,2014-06-12T00:00:00Z
14BR029,egg,Y,NA,second,4,8,12,TRUE,19.709375,2014-06-12T00:00:00Z
14BR029,egg,Y,NA,third,4,12,16,TRUE,24.73131184566025,2014-06-12T00:00:00Z
14BR029,egg,Y,NA,fourth,4,16,20,TRUE,29.071256137479544,2014-06-12T00:00:00Z
14BR029,egg,Y,NA,fifth,7,20,27,TRUE,48.858333333333334,2014-06-12T00:00:00Z
14BR029,egg,Y,NA,pupa,327,27,354,TRUE,601.0519945378186,2014-06-12T00:00:00Z
14BR030,egg,N,pupa,first,4,0,4,TRUE,17.546416083916085,2014-06-16T00:00:00Z
14BR030,egg,N,pupa,second,7,4,11,TRUE,34.70524801587302,2014-06-16T00:00:00Z
14BR030,egg,N,pupa,third,4,11,15,TRUE,26.588518042241446,2014-06-16T00:00:00Z
14BR030,egg,N,pupa,fourth,5,15,20,TRUE,35.66666666666667,2014-06-16T00:00:00Z
14BR030,egg,N,pupa,fifth,5,20,25,TRUE,42.625,2014-06-16T00:00:00Z
14BR030,egg,N,pupa,death,326,25,351,FALSE,591.515526408247,2014-06-16T00:00:00Z
14BR031,egg,N,pupa,first,4,0,4,TRUE,17.546416083916085,2014-06-16T00:00:00Z
14BR031,egg,N,pupa,second,10,4,14,TRUE,47.96400415335256,2014-06-16T00:00:00Z
14BR031,egg,N,pupa,third,1,14,15,TRUE,12.558333333333335,2014-06-16T00:00:00Z
14BR031,egg,N,pupa,fourth,5,15,20,TRUE,35.66666666666667,2014-06-16T00:00:00Z
14BR031,egg,N,pupa,fifth,5,20,25,TRUE,42.625,2014-06-16T00:00:00Z
14BR031,egg,N,pupa,death,326,25,351,FALSE,591.515526408247,2014-06-16T00:00:00Z
14BR034,first,Y,NA,second,8,0,8,TRUE,32.901624417249415,2014-06-16T00:00:00Z
14BR034,first,Y,NA,third,5,8,13,TRUE,29.13900415335256,2014-06-16T00:00:00Z
14BR034,first,Y,NA,fourth,3,13,16,TRUE,24.620192307692314,2014-06-16T00:00:00Z
14BR034,first,Y,NA,fifth,7,16,23,TRUE,48.858333333333334,2014-06-16T00:00:00Z
14BR034,first,Y,NA,pupa,353,23,376,TRUE,736.589785482506,2014-06-16T00:00:00Z
14BR035,egg,Y,NA,first,2,0,2,TRUE,10.888479853479854,2014-06-11T00:00:00Z
14BR035,egg,Y,NA,second,9,2,11,TRUE,32.92274346024346,2014-06-11T00:00:00Z
14BR035,egg,Y,NA,third,5,11,16,TRUE,27.755248015873015,2014-06-11T00:00:00Z
14BR035,egg,Y,NA,fourth,5,16,21,TRUE,34.242684708908115,2014-06-11T00:00:00Z
14BR035,egg,Y,NA,fifth,6,21,27,TRUE,44.23106060606061,2014-06-11T00:00:00Z
14BR035,egg,Y,NA,pupa,325,27,352,TRUE,599.847782083606,2014-06-11T00:00:00Z
14BR036,egg,Y,NA,first,2,0,2,TRUE,10.888479853479854,2014-06-11T00:00:00Z
14BR036,egg,Y,NA,second,9,2,11,TRUE,32.92274346024346,2014-06-11T00:00:00Z
14BR036,egg,Y,NA,third,4,11,15,TRUE,22.583819444444444,2014-06-11T00:00:00Z
14BR036,egg,Y,NA,fourth,5,15,20,TRUE,30.532962486685893,2014-06-11T00:00:00Z
14BR036,egg,Y,NA,fifth,6,20,26,TRUE,45.13939393939394,2014-06-11T00:00:00Z
14BR036,egg,Y,NA,pupa,329,26,355,TRUE,617.7747218105458,2014-06-11T00:00:00Z
14BR037,egg,Y,NA,first,5,0,5,TRUE,17.921217486217486,2014-06-11T00:00:00Z
14BR037,egg,Y,NA,second,9,5,14,TRUE,38.78162441724942,2014-06-11T00:00:00Z
14BR037,egg,Y,NA,third,4,14,18,TRUE,23.85462915335256,2014-06-11T00:00:00Z
14BR037,egg,Y,NA,fourth,3,18,21,TRUE,24.620192307692314,2014-06-11T00:00:00Z
14BR037,egg,Y,NA,fifth,7,21,28,TRUE,48.858333333333334,2014-06-11T00:00:00Z
14BR037,egg,Y,NA,pupa,331,28,359,TRUE,615.2652350329556,2014-06-11T00:00:00Z
14BR038,egg,Y,NA,first,2,0,2,TRUE,10.888479853479854,2014-06-11T00:00:00Z
14BR038,egg,Y,NA,second,11,2,13,TRUE,41.81128512691013,2014-06-11T00:00:00Z
14BR038,egg,Y,NA,third,5,13,18,TRUE,29.13900415335256,2014-06-11T00:00:00Z
14BR038,egg,Y,NA,fourth,4,18,22,TRUE,29.895192307692312,2014-06-11T00:00:00Z
14BR038,egg,Y,NA,fifth,7,22,29,TRUE,48.3375,2014-06-11T00:00:00Z
14BR038,egg,Y,NA,pupa,347,29,376,TRUE,690.8511491188697,2014-06-11T00:00:00Z
14BR040,egg,Y,NA,first,5,0,5,TRUE,17.921217486217486,2014-06-11T00:00:00Z
14BR040,egg,Y,NA,second,9,5,14,TRUE,38.78162441724942,2014-06-11T00:00:00Z
14BR040,egg,Y,NA,third,3,14,17,TRUE,19.44693684566025,2014-06-11T00:00:00Z
14BR040,egg,Y,NA,fourth,4,17,21,TRUE,29.071256137479544,2014-06-11T00:00:00Z
14BR040,egg,Y,NA,fifth,8,21,29,TRUE,55.99166666666667,2014-06-11T00:00:00Z
14BR040,egg,Y,NA,pupa,333,29,362,TRUE,627.3879623056829,2014-06-11T00:00:00Z
14BR043,egg,Y,NA,first,2,0,2,TRUE,10.888479853479854,2014-06-11T00:00:00Z
14BR043,egg,Y,NA,second,10,2,12,TRUE,36.526910126910124,2014-06-11T00:00:00Z
14BR043,egg,Y,NA,third,4,12,16,TRUE,23.884414682539685,2014-06-11T00:00:00Z
14BR043,egg,Y,NA,fourth,4,16,20,TRUE,26.588518042241446,2014-06-11T00:00:00Z
14BR043,egg,Y,NA,fifth,6,20,26,TRUE,45.13939393939394,2014-06-11T00:00:00Z
14BR043,egg,Y,NA,pupa,336,26,362,TRUE,648.7379623056829,2014-06-11T00:00:00Z
14BR044,egg,Y,NA,first,3,0,3,TRUE,14.424999999999999,2014-06-20T00:00:00Z
14BR044,egg,Y,NA,second,9,3,12,TRUE,52.95567082001923,2014-06-20T00:00:00Z
14BR044,egg,Y,NA,third,5,12,17,TRUE,36.98106060606061,2014-06-20T00:00:00Z
14BR044,egg,Y,NA,fourth,4,17,21,TRUE,35.729166666666664,2014-06-20T00:00:00Z
14BR044,egg,Y,NA,fifth,7,21,28,TRUE,37.19953717109215,2014-06-20T00:00:00Z
14BR044,egg,Y,NA,pupa,326,28,354,TRUE,591.611258467924,2014-06-20T00:00:00Z
14BR045,fourth,Y,NA,fifth,8,0,8,TRUE,39.20983748668589,2014-06-21T00:00:00Z
14BR045,fourth,Y,NA,pupa,361,8,369,TRUE,772.516038396259,2014-06-21T00:00:00Z
14BR046,fourth,Y,NA,fifth,8,0,8,TRUE,41.01400415335256,2014-06-22T00:00:00Z
14BR046,fourth,Y,NA,pupa,340,8,348,TRUE,672.0546289723495,2014-06-22T00:00:00Z
14SI001b,fourth,Y,NA,fifth,3,0,3,TRUE,15.105333333333334,2014-06-05T00:00:00Z
14SI001b,fourth,Y,NA,pupa,363,3,366,TRUE,763.0400432526122,2014-06-05T00:00:00Z
14SI002,third,Y,NA,fourth,2,0,2,TRUE,9.705208333333335,2014-06-04T00:00:00Z
14SI002,third,Y,NA,fifth,3,2,5,TRUE,16.992833333333333,2014-06-04T00:00:00Z
14SI002,third,Y,NA,pupa,339,5,344,TRUE,694.8978060605017,2014-06-04T00:00:00Z
14SI003,fourth,Y,NA,fifth,2,0,2,TRUE,11.033333333333335,2014-06-05T00:00:00Z
14SI003,fourth,Y,NA,pupa,381,2,383,TRUE,846.903230065799,2014-06-05T00:00:00Z
14SI004,third,Y,NA,fourth,2,0,2,TRUE,9.705208333333335,2014-06-04T00:00:00Z
14SI004,third,Y,NA,fifth,3,2,5,TRUE,16.992833333333333,2014-06-04T00:00:00Z
14SI004,third,Y,NA,pupa,376,5,381,TRUE,823.0459736555426,2014-06-04T00:00:00Z
14SI005,third,Y,NA,fourth,2,0,2,TRUE,9.705208333333335,2014-06-04T00:00:00Z
14SI005,third,Y,NA,fifth,3,2,5,TRUE,16.992833333333333,2014-06-04T00:00:00Z
14SI005,third,Y,NA,pupa,390,5,395,TRUE,935.9375937021626,2014-06-04T00:00:00Z
14SI006,third,Y,NA,fourth,2,0,2,TRUE,9.705208333333335,2014-06-04T00:00:00Z
14SI006,third,Y,NA,fifth,3,2,5,TRUE,16.992833333333333,2014-06-04T00:00:00Z
14SI006,third,Y,NA,pupa,348,5,353,TRUE,715.2201115328072,2014-06-04T00:00:00Z
14SI007,second,Y,NA,third,1,0,1,TRUE,6.758333333333335,2014-06-05T00:00:00Z
14SI007,second,Y,NA,fourth,4,1,5,TRUE,21.04640476190476,2014-06-05T00:00:00Z
14SI007,second,Y,NA,fifth,9,5,14,TRUE,32.72857679357679,2014-06-05T00:00:00Z
14SI007,second,Y,NA,pupa,343,14,357,TRUE,693.0674680551405,2014-06-05T00:00:00Z
14SI007b,third,Y,NA,fourth,2,0,2,TRUE,9.705208333333335,2014-06-04T00:00:00Z
14SI007b,third,Y,NA,fifth,3,2,5,TRUE,16.992833333333333,2014-06-04T00:00:00Z
14SI007b,third,Y,NA,pupa,344,5,349,TRUE,707.192586280282,2014-06-04T00:00:00Z
14SI008,second,Y,NA,third,2,0,2,TRUE,9.705208333333335,2014-06-04T00:00:00Z
14SI008,second,Y,NA,fourth,2,2,4,TRUE,11.863666666666667,2014-06-04T00:00:00Z
14SI008,second,Y,NA,fifth,6,4,10,TRUE,26.052308857808857,2014-06-04T00:00:00Z
14SI008,second,Y,NA,pupa,362,10,372,TRUE,763.1753967324657,2014-06-04T00:00:00Z
14SI010,fourth,Y,NA,fifth,4,0,4,TRUE,21.04640476190476,2014-06-06T00:00:00Z
14SI010,fourth,Y,NA,pupa,356,4,360,TRUE,734.1339694241418,2014-06-06T00:00:00Z
14SI011,third,N,pupa,fourth,1,0,1,TRUE,7.791666666666668,2014-06-06T00:00:00Z
14SI011,third,N,pupa,fifth,5,1,6,TRUE,24.102833333333333,2014-06-06T00:00:00Z
14SI011,third,N,pupa,death,326,6,332,FALSE,666.877844607681,2014-06-06T00:00:00Z
14SI013,fourth,Y,NA,fifth,5,0,5,TRUE,23.577833333333334,2014-06-06T00:00:00Z
14SI013,fourth,Y,NA,pupa,355,5,360,TRUE,730.0803979955704,2014-06-06T00:00:00Z
14SI014,second,Y,NA,third,3,0,3,TRUE,16.992833333333333,2014-06-06T00:00:00Z
14SI014,second,Y,NA,fourth,2,3,5,TRUE,11.714166666666667,2014-06-06T00:00:00Z
14SI014,second,Y,NA,fifth,12,5,17,TRUE,43.100005365005366,2014-06-06T00:00:00Z
14SI014,second,Y,NA,pupa,336,17,353,TRUE,670.4128969683326,2014-06-06T00:00:00Z
14SI015,second,Y,NA,third,3,0,3,TRUE,17.529738095238095,2014-06-07T00:00:00Z
14SI015,second,Y,NA,fourth,5,3,8,TRUE,19.536327376327378,2014-06-07T00:00:00Z
14SI015,second,Y,NA,fifth,9,8,17,TRUE,35.5868096024346,2014-06-07T00:00:00Z
14SI015,second,Y,NA,pupa,366,17,383,TRUE,797.2473502419192,2014-06-07T00:00:00Z
14SI016,egg,Y,NA,first,4,0,4,TRUE,20.07121794871795,2014-06-09T00:00:00Z
14SI016,egg,Y,NA,second,9,4,13,TRUE,32.92274346024346,2014-06-09T00:00:00Z
